===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 52840
Item Placement:
Item 1: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 36: (original w=8, h=8) → placed at (x=1792, y=11264), rotated=No
Item 37: (original w=128, h=64) → placed at (x=1792, y=11776), rotated=No
Item 38: (original w=8, h=8) → placed at (x=1792, y=12288), rotated=No
Item 39: (original w=8, h=8) → placed at (x=1792, y=12800), rotated=No
Item 40: (original w=128, h=64) → placed at (x=1792, y=13312), rotated=No
Item 41: (original w=64, h=32) → placed at (x=1792, y=13824), rotated=No
Item 42: (original w=32, h=64) → placed at (x=1792, y=14336), rotated=No
Item 43: (original w=128, h=256) → placed at (x=1792, y=14848), rotated=No
Item 44: (original w=32, h=80) → placed at (x=1792, y=15360), rotated=No
Item 45: (original w=8, h=8) → placed at (x=1792, y=15872), rotated=No
Item 46: (original w=128, h=256) → placed at (x=1792, y=16384), rotated=No
Item 47: (original w=256, h=256) → placed at (x=1792, y=16896), rotated=No
Item 48: (original w=8, h=8) → placed at (x=1792, y=17408), rotated=No
Item 49: (original w=16, h=16) → placed at (x=1792, y=17920), rotated=No
Item 50: (original w=128, h=128) → placed at (x=1792, y=18432), rotated=No
Item 51: (original w=8, h=8) → placed at (x=1792, y=18944), rotated=No
Item 52: (original w=256, h=128) → placed at (x=1792, y=19456), rotated=No
Item 53: (original w=64, h=64) → placed at (x=1792, y=19968), rotated=No
Item 54: (original w=128, h=64) → placed at (x=1792, y=20480), rotated=No
Item 55: (original w=256, h=256) → placed at (x=1792, y=20992), rotated=No
Item 56: (original w=8, h=8) → placed at (x=1792, y=21504), rotated=No
Item 57: (original w=8, h=16) → placed at (x=1792, y=22016), rotated=No
Item 58: (original w=64, h=64) → placed at (x=1792, y=22528), rotated=No
Item 59: (original w=256, h=512) → placed at (x=1792, y=23040), rotated=No
Item 60: (original w=256, h=128) → placed at (x=1792, y=23552), rotated=No
Item 61: (original w=32, h=16) → placed at (x=1792, y=23808), rotated=No
Item 62: (original w=16, h=8) → placed at (x=1792, y=24064), rotated=No
Item 63: (original w=32, h=64) → placed at (x=1792, y=24320), rotated=No
Item 64: (original w=8, h=8) → placed at (x=1792, y=24576), rotated=No
Item 65: (original w=8, h=8) → placed at (x=1792, y=24832), rotated=No
Item 66: (original w=32, h=32) → placed at (x=1792, y=25088), rotated=No
Item 67: (original w=8, h=8) → placed at (x=1792, y=25344), rotated=No
Item 68: (original w=128, h=256) → placed at (x=1792, y=25600), rotated=No
Item 69: (original w=8, h=8) → placed at (x=1792, y=25856), rotated=No
Item 70: (original w=32, h=80) → placed at (x=1792, y=26112), rotated=No
Item 71: (original w=256, h=512) → placed at (x=1792, y=26368), rotated=No
Item 72: (original w=112, h=64) → placed at (x=1792, y=26624), rotated=No
Item 73: (original w=8, h=8) → placed at (x=1792, y=26880), rotated=No
Item 74: (original w=512, h=256) → placed at (x=1792, y=27136), rotated=No
Item 75: (original w=96, h=48) → placed at (x=1792, y=27392), rotated=No
Item 76: (original w=256, h=128) → placed at (x=1792, y=27648), rotated=No
Item 77: (original w=32, h=32) → placed at (x=1792, y=27904), rotated=No
Item 78: (original w=16, h=32) → placed at (x=1792, y=28160), rotated=No
Item 79: (original w=32, h=64) → placed at (x=1792, y=28416), rotated=No
Item 80: (original w=16, h=32) → placed at (x=1792, y=28672), rotated=No
Item 81: (original w=16, h=16) → placed at (x=1792, y=28928), rotated=No
Item 82: (original w=16, h=32) → placed at (x=1792, y=29184), rotated=No
Item 83: (original w=64, h=80) → placed at (x=1792, y=29440), rotated=No
Item 84: (original w=256, h=256) → placed at (x=1792, y=29696), rotated=No
Item 85: (original w=16, h=8) → placed at (x=1792, y=29952), rotated=No
Item 86: (original w=32, h=80) → placed at (x=1792, y=30208), rotated=No
Item 87: (original w=32, h=64) → placed at (x=1792, y=30464), rotated=No
Item 88: (original w=512, h=256) → placed at (x=1792, y=30720), rotated=No
Item 89: (original w=32, h=16) → placed at (x=1792, y=30976), rotated=No
Item 90: (original w=8, h=16) → placed at (x=1792, y=31232), rotated=No
Item 91: (original w=128, h=128) → placed at (x=1792, y=31488), rotated=No
Item 92: (original w=16, h=8) → placed at (x=1792, y=31744), rotated=No
Item 93: (original w=32, h=16) → placed at (x=1792, y=31872), rotated=No
Item 94: (original w=16, h=32) → placed at (x=1792, y=32000), rotated=No
Item 95: (original w=8, h=8) → placed at (x=1792, y=32128), rotated=No
Item 96: (original w=8, h=8) → placed at (x=1792, y=32256), rotated=No
Item 97: (original w=64, h=64) → placed at (x=1792, y=32384), rotated=No
Item 98: (original w=32, h=16) → placed at (x=1792, y=32512), rotated=No
Item 99: (original w=64, h=64) → placed at (x=1792, y=32640), rotated=No
Item 100: (original w=32, h=64) → placed at (x=1792, y=32768), rotated=No
Item 101: (original w=16, h=16) → placed at (x=1792, y=32896), rotated=No
Item 102: (original w=112, h=48) → placed at (x=1792, y=33024), rotated=No
Item 103: (original w=256, h=512) → placed at (x=1792, y=33152), rotated=No
Item 104: (original w=8, h=8) → placed at (x=1792, y=33280), rotated=No
Item 105: (original w=16, h=16) → placed at (x=1792, y=33408), rotated=No
Item 106: (original w=32, h=64) → placed at (x=1792, y=33536), rotated=No
Item 107: (original w=32, h=16) → placed at (x=1792, y=33664), rotated=No
Item 108: (original w=64, h=64) → placed at (x=1792, y=33792), rotated=No
Item 109: (original w=8, h=16) → placed at (x=1792, y=33920), rotated=No
Item 110: (original w=256, h=256) → placed at (x=1792, y=34048), rotated=No
Item 111: (original w=512, h=512) → placed at (x=1792, y=34176), rotated=No
Item 112: (original w=8, h=16) → placed at (x=1792, y=34304), rotated=No
Item 113: (original w=128, h=256) → placed at (x=1792, y=34432), rotated=No
Item 114: (original w=128, h=64) → placed at (x=1920, y=34432), rotated=No
Item 115: (original w=512, h=256) → placed at (x=1920, y=34688), rotated=No
Item 116: (original w=32, h=16) → placed at (x=1920, y=34944), rotated=No
Item 117: (original w=256, h=128) → placed at (x=1920, y=35200), rotated=No
Item 118: (original w=32, h=16) → placed at (x=1920, y=35456), rotated=No
Item 119: (original w=512, h=256) → placed at (x=1920, y=35712), rotated=No
Item 120: (original w=64, h=32) → placed at (x=1920, y=35968), rotated=No
Item 121: (original w=32, h=32) → placed at (x=1920, y=36224), rotated=No
Item 122: (original w=128, h=256) → placed at (x=1920, y=36480), rotated=No
Item 123: (original w=64, h=80) → placed at (x=1920, y=36736), rotated=No
Item 124: (original w=256, h=256) → placed at (x=1920, y=36992), rotated=No
Item 125: (original w=128, h=64) → placed at (x=1920, y=37248), rotated=No
Item 126: (original w=256, h=128) → placed at (x=1920, y=37504), rotated=No
Item 127: (original w=16, h=16) → placed at (x=1920, y=37760), rotated=No
Item 128: (original w=8, h=8) → placed at (x=1920, y=38016), rotated=No
Item 129: (original w=256, h=256) → placed at (x=1920, y=38272), rotated=No
Item 130: (original w=8, h=16) → placed at (x=1920, y=38528), rotated=No
Item 131: (original w=8, h=8) → placed at (x=1920, y=38784), rotated=No
Item 132: (original w=512, h=256) → placed at (x=1920, y=39040), rotated=No
Item 133: (original w=16, h=8) → placed at (x=1920, y=39168), rotated=No
Item 134: (original w=512, h=512) → placed at (x=1920, y=39296), rotated=No
Item 135: (original w=8, h=8) → placed at (x=1920, y=39424), rotated=No
Item 136: (original w=8, h=8) → placed at (x=1920, y=39552), rotated=No
Item 137: (original w=8, h=16) → placed at (x=1920, y=39680), rotated=No
Item 138: (original w=32, h=32) → placed at (x=1920, y=39808), rotated=No
Item 139: (original w=8, h=8) → placed at (x=1920, y=39936), rotated=No
Item 140: (original w=64, h=64) → placed at (x=1920, y=40064), rotated=No
Item 141: (original w=8, h=16) → placed at (x=1920, y=40192), rotated=No
Item 142: (original w=64, h=80) → placed at (x=1920, y=40320), rotated=No
Item 143: (original w=64, h=64) → placed at (x=1920, y=40448), rotated=No
Item 144: (original w=16, h=32) → placed at (x=1920, y=40576), rotated=No
Item 145: (original w=256, h=512) → placed at (x=1920, y=40704), rotated=No
Item 146: (original w=256, h=512) → placed at (x=1920, y=40832), rotated=No
Item 147: (original w=8, h=8) → placed at (x=1920, y=40960), rotated=No
Item 148: (original w=32, h=64) → placed at (x=1920, y=41088), rotated=No
Item 149: (original w=128, h=128) → placed at (x=1920, y=41216), rotated=No
Item 150: (original w=32, h=16) → placed at (x=1920, y=41344), rotated=No
Item 151: (original w=512, h=512) → placed at (x=1920, y=41472), rotated=No
Item 152: (original w=512, h=512) → placed at (x=1920, y=41552), rotated=No
Item 153: (original w=80, h=48) → placed at (x=1920, y=41632), rotated=No
Item 154: (original w=48, h=80) → placed at (x=1920, y=41712), rotated=No
Item 155: (original w=16, h=16) → placed at (x=1920, y=41776), rotated=No
Item 156: (original w=512, h=256) → placed at (x=1920, y=41840), rotated=No
Item 157: (original w=64, h=32) → placed at (x=1920, y=41904), rotated=No
Item 158: (original w=64, h=32) → placed at (x=1920, y=41968), rotated=No
Item 159: (original w=8, h=8) → placed at (x=1920, y=42032), rotated=No
Item 160: (original w=128, h=128) → placed at (x=1920, y=42096), rotated=No
Item 161: (original w=8, h=8) → placed at (x=1920, y=42160), rotated=No
Item 162: (original w=256, h=512) → placed at (x=1920, y=42224), rotated=No
Item 163: (original w=256, h=128) → placed at (x=1920, y=42288), rotated=No
Item 164: (original w=256, h=512) → placed at (x=1920, y=42352), rotated=No
Item 165: (original w=32, h=64) → placed at (x=1920, y=42416), rotated=No
Item 166: (original w=8, h=8) → placed at (x=1920, y=42480), rotated=No
Item 167: (original w=256, h=256) → placed at (x=1920, y=42544), rotated=No
Item 168: (original w=256, h=512) → placed at (x=1920, y=42608), rotated=No
Item 169: (original w=512, h=512) → placed at (x=1920, y=42672), rotated=No
Item 170: (original w=64, h=32) → placed at (x=1920, y=42736), rotated=No
Item 171: (original w=16, h=32) → placed at (x=1920, y=42800), rotated=No
Item 172: (original w=64, h=128) → placed at (x=1920, y=42864), rotated=No
Item 173: (original w=48, h=32) → placed at (x=1920, y=42928), rotated=No
Item 174: (original w=32, h=16) → placed at (x=1920, y=42992), rotated=No
Item 175: (original w=8, h=8) → placed at (x=1984, y=42992), rotated=No
Item 176: (original w=8, h=16) → placed at (x=1984, y=43120), rotated=No
Item 177: (original w=128, h=128) → placed at (x=1984, y=43248), rotated=No
Item 178: (original w=128, h=64) → placed at (x=1984, y=43376), rotated=No
Item 179: (original w=32, h=32) → placed at (x=1984, y=43504), rotated=No
Item 180: (original w=256, h=512) → placed at (x=1984, y=43632), rotated=No
Item 181: (original w=32, h=32) → placed at (x=1984, y=43760), rotated=No
Item 182: (original w=128, h=256) → placed at (x=1984, y=43888), rotated=No
Item 183: (original w=256, h=256) → placed at (x=1984, y=44016), rotated=No
Item 184: (original w=8, h=16) → placed at (x=1984, y=44144), rotated=No
Item 185: (original w=96, h=64) → placed at (x=1984, y=44272), rotated=No
Item 186: (original w=64, h=64) → placed at (x=1984, y=44400), rotated=No
Item 187: (original w=8, h=8) → placed at (x=1984, y=44528), rotated=No
Item 188: (original w=256, h=128) → placed at (x=1984, y=44656), rotated=No
Item 189: (original w=96, h=64) → placed at (x=1984, y=44784), rotated=No
Item 190: (original w=112, h=64) → placed at (x=1984, y=44912), rotated=No
Item 191: (original w=8, h=16) → placed at (x=1984, y=45040), rotated=No
Item 192: (original w=32, h=64) → placed at (x=1984, y=45168), rotated=No
Item 193: (original w=256, h=512) → placed at (x=2032, y=45168), rotated=No
Item 194: (original w=64, h=128) → placed at (x=2048, y=45168), rotated=No
Item 195: (original w=8, h=8) → placed at (x=2048, y=45248), rotated=No
Item 196: (original w=16, h=16) → placed at (x=2048, y=45312), rotated=No
Item 197: (original w=32, h=64) → placed at (x=2048, y=45376), rotated=No
Item 198: (original w=8, h=8) → placed at (x=2048, y=45440), rotated=No
Item 199: (original w=8, h=16) → placed at (x=2048, y=45488), rotated=No
Item 200: (original w=32, h=64) → placed at (x=2048, y=45536), rotated=No
Item 201: (original w=256, h=128) → placed at (x=2048, y=45600), rotated=No
Item 202: (original w=96, h=32) → placed at (x=2048, y=45664), rotated=No
Item 203: (original w=256, h=128) → placed at (x=2048, y=45744), rotated=No
Item 204: (original w=32, h=64) → placed at (x=2048, y=45824), rotated=No
Item 205: (original w=32, h=64) → placed at (x=2112, y=45664), rotated=No
Item 206: (original w=48, h=64) → placed at (x=2112, y=45712), rotated=No
Item 207: (original w=128, h=64) → placed at (x=2128, y=45712), rotated=No
Item 208: (original w=80, h=80) → placed at (x=2144, y=45712), rotated=No
Item 209: (original w=64, h=128) → placed at (x=2144, y=45776), rotated=No
Item 210: (original w=256, h=256) → placed at (x=2144, y=45840), rotated=No
Item 211: (original w=8, h=8) → placed at (x=2144, y=45904), rotated=No
Item 212: (original w=64, h=128) → placed at (x=2144, y=45968), rotated=No
Item 213: (original w=256, h=128) → placed at (x=2144, y=46032), rotated=No
Item 214: (original w=32, h=32) → placed at (x=2144, y=46096), rotated=No
Item 215: (original w=128, h=256) → placed at (x=2144, y=46160), rotated=No
Item 216: (original w=256, h=256) → placed at (x=2144, y=46224), rotated=No
Item 217: (original w=8, h=8) → placed at (x=2144, y=46288), rotated=No
Item 218: (original w=128, h=256) → placed at (x=2144, y=46352), rotated=No
Item 219: (original w=8, h=8) → placed at (x=2144, y=46416), rotated=No
Item 220: (original w=48, h=48) → placed at (x=2144, y=46480), rotated=No
Item 221: (original w=256, h=256) → placed at (x=2144, y=46544), rotated=No
Item 222: (original w=128, h=64) → placed at (x=2144, y=46608), rotated=No
Item 223: (original w=64, h=128) → placed at (x=2144, y=46672), rotated=No
Item 224: (original w=64, h=32) → placed at (x=2144, y=46736), rotated=No
Item 225: (original w=256, h=512) → placed at (x=2144, y=46800), rotated=No
Item 226: (original w=256, h=512) → placed at (x=2144, y=46864), rotated=No
Item 227: (original w=8, h=16) → placed at (x=2160, y=46864), rotated=No
Item 228: (original w=8, h=16) → placed at (x=2160, y=46912), rotated=No
Item 229: (original w=16, h=8) → placed at (x=2160, y=46960), rotated=No
Item 230: (original w=8, h=8) → placed at (x=2160, y=47008), rotated=No
Item 231: (original w=128, h=256) → placed at (x=2160, y=47056), rotated=No
Item 232: (original w=16, h=8) → placed at (x=2208, y=47008), rotated=No
Item 233: (original w=8, h=8) → placed at (x=2208, y=47040), rotated=No
Item 234: (original w=128, h=128) → placed at (x=2208, y=47072), rotated=No
Item 235: (original w=32, h=32) → placed at (x=2208, y=47104), rotated=No
Item 236: (original w=16, h=32) → placed at (x=2240, y=47104), rotated=No
Item 237: (original w=128, h=256) → placed at (x=2240, y=47152), rotated=No
Item 238: (original w=64, h=128) → placed at (x=2240, y=47216), rotated=No
Item 239: (original w=128, h=256) → placed at (x=2288, y=47152), rotated=No
Item 240: (original w=64, h=128) → placed at (x=2288, y=47184), rotated=No
Item 241: (original w=32, h=64) → placed at (x=2288, y=47216), rotated=No
Item 242: (original w=64, h=48) → placed at (x=2320, y=47184), rotated=No
Item 243: (original w=256, h=128) → placed at (x=2320, y=47264), rotated=No
Item 244: (original w=32, h=16) → placed at (x=2320, y=47344), rotated=No
Item 245: (original w=128, h=128) → placed at (x=2320, y=47424), rotated=No
Item 246: (original w=128, h=256) → placed at (x=2320, y=47472), rotated=No
Item 247: (original w=112, h=32) → placed at (x=2320, y=47520), rotated=No
Item 248: (original w=64, h=128) → placed at (x=2320, y=47568), rotated=No
Item 249: (original w=8, h=8) → placed at (x=2320, y=47616), rotated=No
Item 250: (original w=128, h=64) → placed at (x=2320, y=47664), rotated=No
Item 251: (original w=256, h=256) → placed at (x=2320, y=47696), rotated=No
Item 252: (original w=256, h=512) → placed at (x=2320, y=47728), rotated=No
Item 253: (original w=256, h=512) → placed at (x=2320, y=47760), rotated=No
Item 254: (original w=64, h=32) → placed at (x=2320, y=47792), rotated=No
Item 255: (original w=256, h=512) → placed at (x=2320, y=47824), rotated=No
Item 256: (original w=64, h=32) → placed at (x=2320, y=47856), rotated=No
Item 257: (original w=64, h=32) → placed at (x=2320, y=47888), rotated=No
Item 258: (original w=8, h=16) → placed at (x=2320, y=47920), rotated=No
Item 259: (original w=256, h=512) → placed at (x=2320, y=47952), rotated=No
Item 260: (original w=512, h=512) → placed at (x=2320, y=47984), rotated=No
Item 261: (original w=32, h=48) → placed at (x=2320, y=48016), rotated=No
Item 262: (original w=32, h=64) → placed at (x=2320, y=48048), rotated=No
Item 263: (original w=8, h=8) → placed at (x=2320, y=48080), rotated=No
Item 264: (original w=16, h=8) → placed at (x=2320, y=48112), rotated=No
Item 265: (original w=8, h=8) → placed at (x=2320, y=48144), rotated=No
Item 266: (original w=512, h=256) → placed at (x=2320, y=48176), rotated=No
Item 267: (original w=256, h=256) → placed at (x=2320, y=48208), rotated=No
Item 268: (original w=256, h=256) → placed at (x=2320, y=48240), rotated=No
Item 269: (original w=16, h=16) → placed at (x=2320, y=48272), rotated=No
Item 270: (original w=8, h=8) → placed at (x=2320, y=48304), rotated=No
Item 271: (original w=128, h=64) → placed at (x=2320, y=48336), rotated=No
Item 272: (original w=8, h=8) → placed at (x=2320, y=48368), rotated=No
Item 273: (original w=16, h=32) → placed at (x=2320, y=48400), rotated=No
Item 274: (original w=96, h=64) → placed at (x=2320, y=48432), rotated=No
Item 275: (original w=32, h=64) → placed at (x=2352, y=48432), rotated=No
Item 276: (original w=256, h=256) → placed at (x=2352, y=48496), rotated=No
Item 277: (original w=64, h=64) → placed at (x=2352, y=48560), rotated=No
Item 278: (original w=16, h=8) → placed at (x=2352, y=48624), rotated=No
Item 279: (original w=80, h=48) → placed at (x=2352, y=48688), rotated=No
Item 280: (original w=128, h=128) → placed at (x=2352, y=48752), rotated=No
Item 281: (original w=112, h=80) → placed at (x=2352, y=48816), rotated=No
Item 282: (original w=16, h=8) → placed at (x=2352, y=48880), rotated=No
Item 283: (original w=8, h=8) → placed at (x=2352, y=48944), rotated=No
Item 284: (original w=64, h=32) → placed at (x=2352, y=49008), rotated=No
Item 285: (original w=128, h=64) → placed at (x=2352, y=49072), rotated=No
Item 286: (original w=256, h=128) → placed at (x=2352, y=49136), rotated=No
Item 287: (original w=256, h=128) → placed at (x=2352, y=49200), rotated=No
Item 288: (original w=8, h=8) → placed at (x=2352, y=49264), rotated=No
Item 289: (original w=32, h=16) → placed at (x=2352, y=49328), rotated=No
Item 290: (original w=64, h=32) → placed at (x=2352, y=49392), rotated=No
Item 291: (original w=8, h=8) → placed at (x=2352, y=49456), rotated=No
Item 292: (original w=112, h=80) → placed at (x=2352, y=49520), rotated=No
Item 293: (original w=32, h=64) → placed at (x=2352, y=49584), rotated=No
Item 294: (original w=64, h=128) → placed at (x=2352, y=49648), rotated=No
Item 295: (original w=64, h=128) → placed at (x=2352, y=49712), rotated=No
Item 296: (original w=16, h=16) → placed at (x=2352, y=49776), rotated=No
Item 297: (original w=16, h=32) → placed at (x=2352, y=49840), rotated=No
Item 298: (original w=32, h=32) → placed at (x=2352, y=49904), rotated=No
Item 299: (original w=256, h=256) → placed at (x=2368, y=49904), rotated=No
Item 300: (original w=8, h=8) → placed at (x=2368, y=49952), rotated=No
Item 301: (original w=8, h=8) → placed at (x=2368, y=50000), rotated=No
Item 302: (original w=256, h=256) → placed at (x=2368, y=50032), rotated=No
Item 303: (original w=16, h=16) → placed at (x=2368, y=50064), rotated=No
Item 304: (original w=128, h=64) → placed at (x=2368, y=50096), rotated=No
Item 305: (original w=32, h=16) → placed at (x=2368, y=50128), rotated=No
Item 306: (original w=64, h=32) → placed at (x=2368, y=50160), rotated=No
Item 307: (original w=64, h=64) → placed at (x=2368, y=50192), rotated=No
Item 308: (original w=64, h=128) → placed at (x=2368, y=50224), rotated=No
Item 309: (original w=8, h=8) → placed at (x=2368, y=50256), rotated=No
Item 310: (original w=32, h=32) → placed at (x=2368, y=50288), rotated=No
Item 311: (original w=64, h=32) → placed at (x=2368, y=50320), rotated=No
Item 312: (original w=8, h=16) → placed at (x=2368, y=50352), rotated=No
Item 313: (original w=256, h=256) → placed at (x=2368, y=50384), rotated=No
Item 314: (original w=32, h=64) → placed at (x=2368, y=50416), rotated=No
Item 315: (original w=64, h=32) → placed at (x=2368, y=50448), rotated=No
Item 316: (original w=256, h=256) → placed at (x=2368, y=50480), rotated=No
Item 317: (original w=32, h=16) → placed at (x=2368, y=50512), rotated=No
Item 318: (original w=8, h=8) → placed at (x=2368, y=50544), rotated=No
Item 319: (original w=32, h=16) → placed at (x=2384, y=50544), rotated=No
Item 320: (original w=256, h=512) → placed at (x=2384, y=50560), rotated=No
Item 321: (original w=512, h=512) → placed at (x=2384, y=50576), rotated=No
Item 322: (original w=32, h=48) → placed at (x=2384, y=50592), rotated=No
Item 323: (original w=256, h=256) → placed at (x=2384, y=50608), rotated=No
Item 324: (original w=64, h=32) → placed at (x=2384, y=50624), rotated=No
Item 325: (original w=256, h=512) → placed at (x=2384, y=50640), rotated=No
Item 326: (original w=512, h=512) → placed at (x=2384, y=50656), rotated=No
Item 327: (original w=512, h=256) → placed at (x=2384, y=50672), rotated=No
Item 328: (original w=8, h=8) → placed at (x=2384, y=50688), rotated=No
Item 329: (original w=128, h=64) → placed at (x=2384, y=50704), rotated=No
Item 330: (original w=256, h=128) → placed at (x=2384, y=50720), rotated=No
Item 331: (original w=80, h=32) → placed at (x=2384, y=50736), rotated=No
Item 332: (original w=64, h=128) → placed at (x=2384, y=50752), rotated=No
Item 333: (original w=256, h=256) → placed at (x=2384, y=50768), rotated=No
Item 334: (original w=64, h=64) → placed at (x=2384, y=50784), rotated=No
Item 335: (original w=32, h=64) → placed at (x=2384, y=50800), rotated=No
Item 336: (original w=8, h=8) → placed at (x=2384, y=50816), rotated=No
Item 337: (original w=32, h=64) → placed at (x=2384, y=50832), rotated=No
Item 338: (original w=8, h=8) → placed at (x=2384, y=50848), rotated=No
Item 339: (original w=512, h=512) → placed at (x=2384, y=50864), rotated=No
Item 340: (original w=256, h=256) → placed at (x=2400, y=50864), rotated=No
Item 341: (original w=256, h=512) → placed at (x=2400, y=50896), rotated=No
Item 342: (original w=256, h=512) → placed at (x=2400, y=50928), rotated=No
Item 343: (original w=256, h=512) → placed at (x=2400, y=50960), rotated=No
Item 344: (original w=8, h=16) → placed at (x=2400, y=50992), rotated=No
Item 345: (original w=32, h=16) → placed at (x=2400, y=51024), rotated=No
Item 346: (original w=512, h=512) → placed at (x=2400, y=51056), rotated=No
Item 347: (original w=128, h=64) → placed at (x=2400, y=51088), rotated=No
Item 348: (original w=16, h=8) → placed at (x=2400, y=51120), rotated=No
Item 349: (original w=16, h=8) → placed at (x=2400, y=51152), rotated=No
Item 350: (original w=16, h=16) → placed at (x=2400, y=51184), rotated=No
Item 351: (original w=8, h=16) → placed at (x=2400, y=51216), rotated=No
Item 352: (original w=128, h=128) → placed at (x=2400, y=51248), rotated=No
Item 353: (original w=8, h=8) → placed at (x=2400, y=51280), rotated=No
Item 354: (original w=16, h=16) → placed at (x=2400, y=51312), rotated=No
Item 355: (original w=32, h=16) → placed at (x=2400, y=51344), rotated=No
Item 356: (original w=16, h=8) → placed at (x=2400, y=51376), rotated=No
Item 357: (original w=16, h=16) → placed at (x=2400, y=51392), rotated=No
Item 358: (original w=80, h=64) → placed at (x=2400, y=51408), rotated=No
Item 359: (original w=128, h=128) → placed at (x=2400, y=51424), rotated=No
Item 360: (original w=32, h=32) → placed at (x=2400, y=51440), rotated=No
Item 361: (original w=128, h=64) → placed at (x=2400, y=51456), rotated=No
Item 362: (original w=8, h=8) → placed at (x=2400, y=51472), rotated=No
Item 363: (original w=64, h=128) → placed at (x=2400, y=51488), rotated=No
Item 364: (original w=80, h=64) → placed at (x=2400, y=51504), rotated=No
Item 365: (original w=8, h=8) → placed at (x=2400, y=51520), rotated=No
Item 366: (original w=16, h=8) → placed at (x=2400, y=51536), rotated=No
Item 367: (original w=256, h=512) → placed at (x=2400, y=51552), rotated=No
Item 368: (original w=16, h=8) → placed at (x=2400, y=51568), rotated=No
Item 369: (original w=64, h=64) → placed at (x=2400, y=51584), rotated=No
Item 370: (original w=256, h=512) → placed at (x=2400, y=51600), rotated=No
Item 371: (original w=64, h=64) → placed at (x=2400, y=51616), rotated=No
Item 372: (original w=8, h=8) → placed at (x=2400, y=51632), rotated=No
Item 373: (original w=8, h=8) → placed at (x=2400, y=51648), rotated=No
Item 374: (original w=32, h=32) → placed at (x=2400, y=51664), rotated=No
Item 375: (original w=256, h=256) → placed at (x=2400, y=51680), rotated=No
Item 376: (original w=8, h=8) → placed at (x=2400, y=51696), rotated=No
Item 377: (original w=64, h=32) → placed at (x=2400, y=51704), rotated=No
Item 378: (original w=32, h=16) → placed at (x=2400, y=51712), rotated=No
Item 379: (original w=16, h=16) → placed at (x=2400, y=51720), rotated=No
Item 380: (original w=8, h=16) → placed at (x=2400, y=51728), rotated=No
Item 381: (original w=16, h=8) → placed at (x=2400, y=51736), rotated=No
Item 382: (original w=64, h=64) → placed at (x=2400, y=51744), rotated=No
Item 383: (original w=16, h=8) → placed at (x=2400, y=51752), rotated=No
Item 384: (original w=256, h=512) → placed at (x=2400, y=51760), rotated=No
Item 385: (original w=256, h=256) → placed at (x=2400, y=51768), rotated=No
