===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 51256
Item Placement:
Item 1: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 85: (original w=512, h=512) → placed at (x=1792, y=30976), rotated=No
Item 86: (original w=64, h=64) → placed at (x=1792, y=31104), rotated=No
Item 87: (original w=16, h=8) → placed at (x=1792, y=31232), rotated=No
Item 88: (original w=64, h=32) → placed at (x=1792, y=31360), rotated=No
Item 89: (original w=8, h=8) → placed at (x=1792, y=31488), rotated=No
Item 90: (original w=16, h=8) → placed at (x=1792, y=31616), rotated=No
Item 91: (original w=256, h=512) → placed at (x=1792, y=31744), rotated=No
Item 92: (original w=64, h=64) → placed at (x=1792, y=31872), rotated=No
Item 93: (original w=64, h=64) → placed at (x=1792, y=32000), rotated=No
Item 94: (original w=16, h=16) → placed at (x=1792, y=32128), rotated=No
Item 95: (original w=512, h=256) → placed at (x=1792, y=32256), rotated=No
Item 96: (original w=128, h=256) → placed at (x=1792, y=32384), rotated=No
Item 97: (original w=16, h=16) → placed at (x=1792, y=32512), rotated=No
Item 98: (original w=256, h=512) → placed at (x=1792, y=32640), rotated=No
Item 99: (original w=16, h=8) → placed at (x=1792, y=32768), rotated=No
Item 100: (original w=512, h=512) → placed at (x=1792, y=32896), rotated=No
Item 101: (original w=8, h=8) → placed at (x=1920, y=32896), rotated=No
Item 102: (original w=8, h=8) → placed at (x=1920, y=33152), rotated=No
Item 103: (original w=512, h=512) → placed at (x=1920, y=33408), rotated=No
Item 104: (original w=256, h=128) → placed at (x=1920, y=33664), rotated=No
Item 105: (original w=32, h=32) → placed at (x=1920, y=33920), rotated=No
Item 106: (original w=8, h=8) → placed at (x=1920, y=34176), rotated=No
Item 107: (original w=32, h=64) → placed at (x=1920, y=34432), rotated=No
Item 108: (original w=256, h=256) → placed at (x=1920, y=34688), rotated=No
Item 109: (original w=128, h=128) → placed at (x=1920, y=34944), rotated=No
Item 110: (original w=256, h=128) → placed at (x=1920, y=35200), rotated=No
Item 111: (original w=8, h=8) → placed at (x=1920, y=35456), rotated=No
Item 112: (original w=128, h=128) → placed at (x=1920, y=35712), rotated=No
Item 113: (original w=64, h=80) → placed at (x=1920, y=35968), rotated=No
Item 114: (original w=256, h=256) → placed at (x=1920, y=36224), rotated=No
Item 115: (original w=64, h=128) → placed at (x=1920, y=36480), rotated=No
Item 116: (original w=256, h=128) → placed at (x=1920, y=36736), rotated=No
Item 117: (original w=8, h=8) → placed at (x=1920, y=36992), rotated=No
Item 118: (original w=8, h=8) → placed at (x=1920, y=37120), rotated=No
Item 119: (original w=64, h=128) → placed at (x=1920, y=37248), rotated=No
Item 120: (original w=64, h=128) → placed at (x=1920, y=37376), rotated=No
Item 121: (original w=128, h=64) → placed at (x=1920, y=37504), rotated=No
Item 122: (original w=32, h=64) → placed at (x=1920, y=37632), rotated=No
Item 123: (original w=256, h=512) → placed at (x=1920, y=37760), rotated=No
Item 124: (original w=8, h=8) → placed at (x=1920, y=37888), rotated=No
Item 125: (original w=16, h=16) → placed at (x=1920, y=38016), rotated=No
Item 126: (original w=64, h=64) → placed at (x=1920, y=38144), rotated=No
Item 127: (original w=112, h=64) → placed at (x=1920, y=38272), rotated=No
Item 128: (original w=16, h=16) → placed at (x=1920, y=38400), rotated=No
Item 129: (original w=128, h=128) → placed at (x=1920, y=38528), rotated=No
Item 130: (original w=32, h=32) → placed at (x=1920, y=38656), rotated=No
Item 131: (original w=32, h=64) → placed at (x=1920, y=38784), rotated=No
Item 132: (original w=8, h=8) → placed at (x=1920, y=38912), rotated=No
Item 133: (original w=128, h=128) → placed at (x=1920, y=39040), rotated=No
Item 134: (original w=128, h=256) → placed at (x=1920, y=39168), rotated=No
Item 135: (original w=64, h=128) → placed at (x=1920, y=39296), rotated=No
Item 136: (original w=16, h=32) → placed at (x=1920, y=39424), rotated=No
Item 137: (original w=128, h=64) → placed at (x=1920, y=39552), rotated=No
Item 138: (original w=256, h=512) → placed at (x=1920, y=39680), rotated=No
Item 139: (original w=8, h=16) → placed at (x=1920, y=39808), rotated=No
Item 140: (original w=512, h=512) → placed at (x=1920, y=39936), rotated=No
Item 141: (original w=128, h=64) → placed at (x=1920, y=40016), rotated=No
Item 142: (original w=64, h=128) → placed at (x=1920, y=40080), rotated=No
Item 143: (original w=512, h=256) → placed at (x=1920, y=40144), rotated=No
Item 144: (original w=8, h=8) → placed at (x=1920, y=40208), rotated=No
Item 145: (original w=256, h=128) → placed at (x=1920, y=40272), rotated=No
Item 146: (original w=16, h=8) → placed at (x=1920, y=40336), rotated=No
Item 147: (original w=32, h=64) → placed at (x=1920, y=40400), rotated=No
Item 148: (original w=16, h=16) → placed at (x=1920, y=40464), rotated=No
Item 149: (original w=8, h=8) → placed at (x=1920, y=40528), rotated=No
Item 150: (original w=16, h=16) → placed at (x=1920, y=40592), rotated=No
Item 151: (original w=32, h=32) → placed at (x=1920, y=40656), rotated=No
Item 152: (original w=8, h=8) → placed at (x=1920, y=40720), rotated=No
Item 153: (original w=32, h=64) → placed at (x=1920, y=40784), rotated=No
Item 154: (original w=64, h=128) → placed at (x=1920, y=40848), rotated=No
Item 155: (original w=64, h=128) → placed at (x=1920, y=40912), rotated=No
Item 156: (original w=16, h=8) → placed at (x=1920, y=40976), rotated=No
Item 157: (original w=64, h=128) → placed at (x=1920, y=41040), rotated=No
Item 158: (original w=128, h=128) → placed at (x=1920, y=41104), rotated=No
Item 159: (original w=32, h=32) → placed at (x=1920, y=41168), rotated=No
Item 160: (original w=32, h=64) → placed at (x=1920, y=41232), rotated=No
Item 161: (original w=256, h=256) → placed at (x=1920, y=41296), rotated=No
Item 162: (original w=128, h=64) → placed at (x=1920, y=41360), rotated=No
Item 163: (original w=32, h=16) → placed at (x=1920, y=41424), rotated=No
Item 164: (original w=16, h=8) → placed at (x=1920, y=41488), rotated=No
Item 165: (original w=256, h=128) → placed at (x=1984, y=41488), rotated=No
Item 166: (original w=512, h=512) → placed at (x=1984, y=41616), rotated=No
Item 167: (original w=112, h=48) → placed at (x=1984, y=41744), rotated=No
Item 168: (original w=16, h=16) → placed at (x=1984, y=41872), rotated=No
Item 169: (original w=512, h=512) → placed at (x=1984, y=42000), rotated=No
Item 170: (original w=16, h=16) → placed at (x=1984, y=42128), rotated=No
Item 171: (original w=16, h=16) → placed at (x=1984, y=42256), rotated=No
Item 172: (original w=256, h=128) → placed at (x=1984, y=42384), rotated=No
Item 173: (original w=16, h=32) → placed at (x=1984, y=42512), rotated=No
Item 174: (original w=128, h=64) → placed at (x=1984, y=42640), rotated=No
Item 175: (original w=256, h=128) → placed at (x=1984, y=42768), rotated=No
Item 176: (original w=128, h=64) → placed at (x=1984, y=42896), rotated=No
Item 177: (original w=128, h=256) → placed at (x=1984, y=43024), rotated=No
Item 178: (original w=32, h=16) → placed at (x=1984, y=43152), rotated=No
Item 179: (original w=64, h=80) → placed at (x=1984, y=43280), rotated=No
Item 180: (original w=8, h=16) → placed at (x=1984, y=43408), rotated=No
Item 181: (original w=16, h=8) → placed at (x=1984, y=43536), rotated=No
Item 182: (original w=16, h=8) → placed at (x=1984, y=43664), rotated=No
Item 183: (original w=32, h=16) → placed at (x=2032, y=43664), rotated=No
Item 184: (original w=16, h=32) → placed at (x=2048, y=43664), rotated=No
Item 185: (original w=16, h=32) → placed at (x=2048, y=43728), rotated=No
Item 186: (original w=8, h=16) → placed at (x=2048, y=43776), rotated=No
Item 187: (original w=8, h=8) → placed at (x=2048, y=43824), rotated=No
Item 188: (original w=8, h=8) → placed at (x=2048, y=43872), rotated=No
Item 189: (original w=16, h=8) → placed at (x=2048, y=43936), rotated=No
Item 190: (original w=16, h=16) → placed at (x=2048, y=44000), rotated=No
Item 191: (original w=128, h=64) → placed at (x=2048, y=44080), rotated=No
Item 192: (original w=8, h=8) → placed at (x=2048, y=44160), rotated=No
Item 193: (original w=512, h=256) → placed at (x=2048, y=44240), rotated=No
Item 194: (original w=64, h=48) → placed at (x=2048, y=44320), rotated=No
Item 195: (original w=64, h=32) → placed at (x=2048, y=44400), rotated=No
Item 196: (original w=128, h=128) → placed at (x=2048, y=44480), rotated=No
Item 197: (original w=128, h=64) → placed at (x=2112, y=44000), rotated=No
Item 198: (original w=128, h=64) → placed at (x=2112, y=44048), rotated=No
Item 199: (original w=64, h=64) → placed at (x=2128, y=44048), rotated=No
Item 200: (original w=32, h=32) → placed at (x=2144, y=44048), rotated=No
Item 201: (original w=256, h=128) → placed at (x=2144, y=44112), rotated=No
Item 202: (original w=16, h=8) → placed at (x=2144, y=44176), rotated=No
Item 203: (original w=128, h=256) → placed at (x=2144, y=44240), rotated=No
Item 204: (original w=128, h=64) → placed at (x=2144, y=44304), rotated=No
Item 205: (original w=48, h=32) → placed at (x=2144, y=44368), rotated=No
Item 206: (original w=256, h=256) → placed at (x=2144, y=44432), rotated=No
Item 207: (original w=8, h=8) → placed at (x=2144, y=44496), rotated=No
Item 208: (original w=32, h=32) → placed at (x=2144, y=44560), rotated=No
Item 209: (original w=80, h=32) → placed at (x=2144, y=44624), rotated=No
Item 210: (original w=16, h=8) → placed at (x=2144, y=44688), rotated=No
Item 211: (original w=80, h=64) → placed at (x=2144, y=44752), rotated=No
Item 212: (original w=128, h=256) → placed at (x=2144, y=44816), rotated=No
Item 213: (original w=8, h=16) → placed at (x=2144, y=44880), rotated=No
Item 214: (original w=8, h=8) → placed at (x=2144, y=44944), rotated=No
Item 215: (original w=16, h=16) → placed at (x=2144, y=45008), rotated=No
Item 216: (original w=128, h=64) → placed at (x=2144, y=45072), rotated=No
Item 217: (original w=8, h=16) → placed at (x=2144, y=45136), rotated=No
Item 218: (original w=16, h=32) → placed at (x=2144, y=45200), rotated=No
Item 219: (original w=128, h=128) → placed at (x=2144, y=45264), rotated=No
Item 220: (original w=128, h=64) → placed at (x=2144, y=45328), rotated=No
Item 221: (original w=32, h=64) → placed at (x=2144, y=45392), rotated=No
Item 222: (original w=64, h=32) → placed at (x=2144, y=45456), rotated=No
Item 223: (original w=16, h=16) → placed at (x=2144, y=45520), rotated=No
Item 224: (original w=8, h=16) → placed at (x=2144, y=45584), rotated=No
Item 225: (original w=48, h=48) → placed at (x=2160, y=45584), rotated=No
Item 226: (original w=8, h=16) → placed at (x=2160, y=45632), rotated=No
Item 227: (original w=8, h=8) → placed at (x=2160, y=45712), rotated=No
Item 228: (original w=64, h=32) → placed at (x=2160, y=45792), rotated=No
Item 229: (original w=64, h=64) → placed at (x=2160, y=45872), rotated=No
Item 230: (original w=128, h=128) → placed at (x=2208, y=45584), rotated=No
Item 231: (original w=16, h=16) → placed at (x=2208, y=45616), rotated=No
Item 232: (original w=8, h=16) → placed at (x=2208, y=45648), rotated=No
Item 233: (original w=96, h=64) → placed at (x=2208, y=45680), rotated=No
Item 234: (original w=512, h=512) → placed at (x=2272, y=45680), rotated=No
Item 235: (original w=256, h=256) → placed at (x=2272, y=45728), rotated=No
Item 236: (original w=32, h=64) → placed at (x=2272, y=45776), rotated=No
Item 237: (original w=8, h=8) → placed at (x=2272, y=45840), rotated=No
Item 238: (original w=512, h=256) → placed at (x=2304, y=45840), rotated=No
Item 239: (original w=64, h=64) → placed at (x=2304, y=45872), rotated=No
Item 240: (original w=512, h=256) → placed at (x=2304, y=45904), rotated=No
Item 241: (original w=256, h=512) → placed at (x=2304, y=45936), rotated=No
Item 242: (original w=256, h=512) → placed at (x=2336, y=45904), rotated=No
Item 243: (original w=128, h=256) → placed at (x=2336, y=45984), rotated=No
Item 244: (original w=48, h=32) → placed at (x=2336, y=46032), rotated=No
Item 245: (original w=8, h=16) → placed at (x=2336, y=46080), rotated=No
Item 246: (original w=32, h=32) → placed at (x=2336, y=46128), rotated=No
Item 247: (original w=64, h=64) → placed at (x=2336, y=46176), rotated=No
Item 248: (original w=64, h=32) → placed at (x=2336, y=46208), rotated=No
Item 249: (original w=64, h=32) → placed at (x=2336, y=46240), rotated=No
Item 250: (original w=48, h=80) → placed at (x=2336, y=46272), rotated=No
Item 251: (original w=64, h=128) → placed at (x=2336, y=46304), rotated=No
Item 252: (original w=96, h=64) → placed at (x=2336, y=46336), rotated=No
Item 253: (original w=256, h=256) → placed at (x=2336, y=46368), rotated=No
Item 254: (original w=32, h=64) → placed at (x=2336, y=46400), rotated=No
Item 255: (original w=256, h=128) → placed at (x=2336, y=46432), rotated=No
Item 256: (original w=32, h=32) → placed at (x=2336, y=46464), rotated=No
Item 257: (original w=32, h=64) → placed at (x=2336, y=46496), rotated=No
Item 258: (original w=8, h=8) → placed at (x=2336, y=46528), rotated=No
Item 259: (original w=32, h=64) → placed at (x=2336, y=46560), rotated=No
Item 260: (original w=64, h=32) → placed at (x=2336, y=46592), rotated=No
Item 261: (original w=16, h=16) → placed at (x=2336, y=46624), rotated=No
Item 262: (original w=8, h=8) → placed at (x=2336, y=46656), rotated=No
Item 263: (original w=128, h=128) → placed at (x=2336, y=46688), rotated=No
Item 264: (original w=64, h=64) → placed at (x=2336, y=46720), rotated=No
Item 265: (original w=64, h=48) → placed at (x=2336, y=46752), rotated=No
Item 266: (original w=8, h=16) → placed at (x=2336, y=46784), rotated=No
Item 267: (original w=64, h=32) → placed at (x=2336, y=46816), rotated=No
Item 268: (original w=16, h=32) → placed at (x=2336, y=46848), rotated=No
Item 269: (original w=512, h=256) → placed at (x=2336, y=46880), rotated=No
Item 270: (original w=256, h=256) → placed at (x=2336, y=46912), rotated=No
Item 271: (original w=64, h=64) → placed at (x=2336, y=46944), rotated=No
Item 272: (original w=8, h=16) → placed at (x=2336, y=46976), rotated=No
Item 273: (original w=32, h=64) → placed at (x=2336, y=47008), rotated=No
Item 274: (original w=32, h=64) → placed at (x=2368, y=47008), rotated=No
Item 275: (original w=8, h=16) → placed at (x=2368, y=47072), rotated=No
Item 276: (original w=256, h=128) → placed at (x=2368, y=47136), rotated=No
Item 277: (original w=64, h=32) → placed at (x=2368, y=47200), rotated=No
Item 278: (original w=128, h=128) → placed at (x=2368, y=47264), rotated=No
Item 279: (original w=8, h=8) → placed at (x=2368, y=47328), rotated=No
Item 280: (original w=512, h=256) → placed at (x=2368, y=47392), rotated=No
Item 281: (original w=8, h=8) → placed at (x=2368, y=47456), rotated=No
Item 282: (original w=64, h=128) → placed at (x=2368, y=47520), rotated=No
Item 283: (original w=8, h=8) → placed at (x=2368, y=47584), rotated=No
Item 284: (original w=64, h=128) → placed at (x=2368, y=47648), rotated=No
Item 285: (original w=512, h=256) → placed at (x=2368, y=47712), rotated=No
Item 286: (original w=32, h=16) → placed at (x=2368, y=47776), rotated=No
Item 287: (original w=256, h=512) → placed at (x=2368, y=47840), rotated=No
Item 288: (original w=256, h=256) → placed at (x=2368, y=47904), rotated=No
Item 289: (original w=8, h=8) → placed at (x=2368, y=47968), rotated=No
Item 290: (original w=128, h=128) → placed at (x=2368, y=48032), rotated=No
Item 291: (original w=64, h=64) → placed at (x=2368, y=48096), rotated=No
Item 292: (original w=8, h=8) → placed at (x=2368, y=48160), rotated=No
Item 293: (original w=32, h=64) → placed at (x=2368, y=48224), rotated=No
Item 294: (original w=128, h=128) → placed at (x=2368, y=48288), rotated=No
Item 295: (original w=64, h=64) → placed at (x=2368, y=48352), rotated=No
Item 296: (original w=8, h=16) → placed at (x=2368, y=48416), rotated=No
Item 297: (original w=64, h=80) → placed at (x=2368, y=48480), rotated=No
Item 298: (original w=128, h=64) → placed at (x=2368, y=48544), rotated=No
Item 299: (original w=512, h=256) → placed at (x=2368, y=48608), rotated=No
Item 300: (original w=112, h=32) → placed at (x=2368, y=48672), rotated=No
Item 301: (original w=256, h=256) → placed at (x=2368, y=48736), rotated=No
Item 302: (original w=16, h=16) → placed at (x=2368, y=48800), rotated=No
Item 303: (original w=256, h=512) → placed at (x=2384, y=48800), rotated=No
Item 304: (original w=8, h=8) → placed at (x=2400, y=48800), rotated=No
Item 305: (original w=32, h=32) → placed at (x=2400, y=48832), rotated=No
Item 306: (original w=512, h=512) → placed at (x=2400, y=48864), rotated=No
Item 307: (original w=8, h=16) → placed at (x=2400, y=48912), rotated=No
Item 308: (original w=32, h=32) → placed at (x=2400, y=48960), rotated=No
Item 309: (original w=32, h=64) → placed at (x=2400, y=49008), rotated=No
Item 310: (original w=64, h=128) → placed at (x=2400, y=49040), rotated=No
Item 311: (original w=128, h=64) → placed at (x=2400, y=49072), rotated=No
Item 312: (original w=512, h=512) → placed at (x=2400, y=49104), rotated=No
Item 313: (original w=64, h=32) → placed at (x=2400, y=49136), rotated=No
Item 314: (original w=16, h=32) → placed at (x=2400, y=49168), rotated=No
Item 315: (original w=16, h=8) → placed at (x=2400, y=49200), rotated=No
Item 316: (original w=16, h=16) → placed at (x=2400, y=49232), rotated=No
Item 317: (original w=256, h=512) → placed at (x=2400, y=49264), rotated=No
Item 318: (original w=128, h=256) → placed at (x=2400, y=49296), rotated=No
Item 319: (original w=64, h=128) → placed at (x=2400, y=49328), rotated=No
Item 320: (original w=16, h=32) → placed at (x=2400, y=49360), rotated=No
Item 321: (original w=512, h=256) → placed at (x=2400, y=49392), rotated=No
Item 322: (original w=32, h=64) → placed at (x=2400, y=49424), rotated=No
Item 323: (original w=512, h=256) → placed at (x=2400, y=49456), rotated=No
Item 324: (original w=32, h=48) → placed at (x=2400, y=49488), rotated=No
Item 325: (original w=8, h=16) → placed at (x=2432, y=48864), rotated=No
Item 326: (original w=32, h=16) → placed at (x=2432, y=48880), rotated=No
Item 327: (original w=8, h=16) → placed at (x=2432, y=48896), rotated=No
Item 328: (original w=8, h=8) → placed at (x=2432, y=48912), rotated=No
Item 329: (original w=256, h=256) → placed at (x=2432, y=48928), rotated=No
Item 330: (original w=256, h=128) → placed at (x=2432, y=48944), rotated=No
Item 331: (original w=128, h=64) → placed at (x=2432, y=48960), rotated=No
Item 332: (original w=32, h=64) → placed at (x=2432, y=48976), rotated=No
Item 333: (original w=96, h=48) → placed at (x=2432, y=48992), rotated=No
Item 334: (original w=256, h=512) → placed at (x=2432, y=49008), rotated=No
Item 335: (original w=48, h=48) → placed at (x=2432, y=49024), rotated=No
Item 336: (original w=8, h=8) → placed at (x=2432, y=49040), rotated=No
Item 337: (original w=16, h=16) → placed at (x=2432, y=49056), rotated=No
Item 338: (original w=128, h=128) → placed at (x=2432, y=49072), rotated=No
Item 339: (original w=32, h=16) → placed at (x=2432, y=49088), rotated=No
Item 340: (original w=32, h=16) → placed at (x=2432, y=49104), rotated=No
Item 341: (original w=16, h=32) → placed at (x=2432, y=49120), rotated=No
Item 342: (original w=64, h=32) → placed at (x=2432, y=49136), rotated=No
Item 343: (original w=256, h=512) → placed at (x=2432, y=49152), rotated=No
Item 344: (original w=32, h=64) → placed at (x=2432, y=49168), rotated=No
Item 345: (original w=64, h=80) → placed at (x=2448, y=49168), rotated=No
Item 346: (original w=8, h=8) → placed at (x=2448, y=49200), rotated=No
Item 347: (original w=512, h=256) → placed at (x=2448, y=49232), rotated=No
Item 348: (original w=96, h=32) → placed at (x=2448, y=49264), rotated=No
Item 349: (original w=64, h=128) → placed at (x=2448, y=49296), rotated=No
Item 350: (original w=80, h=32) → placed at (x=2448, y=49328), rotated=No
Item 351: (original w=256, h=512) → placed at (x=2448, y=49360), rotated=No
Item 352: (original w=8, h=8) → placed at (x=2448, y=49392), rotated=No
Item 353: (original w=48, h=64) → placed at (x=2448, y=49424), rotated=No
Item 354: (original w=8, h=8) → placed at (x=2448, y=49456), rotated=No
Item 355: (original w=8, h=8) → placed at (x=2448, y=49488), rotated=No
Item 356: (original w=16, h=16) → placed at (x=2448, y=49520), rotated=No
Item 357: (original w=64, h=32) → placed at (x=2448, y=49552), rotated=No
Item 358: (original w=32, h=16) → placed at (x=2448, y=49584), rotated=No
Item 359: (original w=32, h=64) → placed at (x=2448, y=49616), rotated=No
Item 360: (original w=16, h=8) → placed at (x=2448, y=49648), rotated=No
Item 361: (original w=256, h=128) → placed at (x=2448, y=49680), rotated=No
Item 362: (original w=64, h=64) → placed at (x=2448, y=49712), rotated=No
Item 363: (original w=256, h=256) → placed at (x=2448, y=49744), rotated=No
Item 364: (original w=512, h=256) → placed at (x=2448, y=49776), rotated=No
Item 365: (original w=64, h=128) → placed at (x=2448, y=49792), rotated=No
Item 366: (original w=128, h=128) → placed at (x=2448, y=49808), rotated=No
Item 367: (original w=32, h=64) → placed at (x=2448, y=49824), rotated=No
Item 368: (original w=512, h=512) → placed at (x=2448, y=49840), rotated=No
Item 369: (original w=32, h=64) → placed at (x=2448, y=49856), rotated=No
Item 370: (original w=64, h=64) → placed at (x=2448, y=49872), rotated=No
Item 371: (original w=32, h=80) → placed at (x=2448, y=49888), rotated=No
Item 372: (original w=128, h=64) → placed at (x=2448, y=49904), rotated=No
Item 373: (original w=32, h=64) → placed at (x=2448, y=49920), rotated=No
Item 374: (original w=512, h=512) → placed at (x=2448, y=49936), rotated=No
Item 375: (original w=128, h=128) → placed at (x=2448, y=49952), rotated=No
Item 376: (original w=64, h=32) → placed at (x=2448, y=49968), rotated=No
Item 377: (original w=128, h=128) → placed at (x=2448, y=49984), rotated=No
Item 378: (original w=16, h=32) → placed at (x=2448, y=50000), rotated=No
Item 379: (original w=256, h=512) → placed at (x=2448, y=50016), rotated=No
Item 380: (original w=64, h=32) → placed at (x=2448, y=50032), rotated=No
Item 381: (original w=32, h=80) → placed at (x=2448, y=50048), rotated=No
Item 382: (original w=32, h=64) → placed at (x=2448, y=50064), rotated=No
Item 383: (original w=112, h=80) → placed at (x=2448, y=50080), rotated=No
Item 384: (original w=64, h=128) → placed at (x=2448, y=50096), rotated=No
Item 385: (original w=8, h=8) → placed at (x=2448, y=50112), rotated=No
