===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: -1
Item Placement:
Item 1: (original w=256, h=128) → placed at (x=0, y=0), rotated=No
Item 67: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 68: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 69: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 70: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 71: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 72: (original w=32, h=64) → placed at (x=0, y=0), rotated=No
Item 73: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 74: (original w=16, h=512) → placed at (x=0, y=0), rotated=No
Item 75: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 76: (original w=64, h=64) → placed at (x=0, y=0), rotated=No
Item 77: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 78: (original w=8, h=512) → placed at (x=0, y=0), rotated=No
Item 79: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 80: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 81: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 82: (original w=512, h=8) → placed at (x=0, y=0), rotated=No
Item 83: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 84: (original w=32, h=512) → placed at (x=0, y=0), rotated=No
Item 85: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 86: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 87: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 88: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 89: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 90: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 91: (original w=512, h=256) → placed at (x=0, y=0), rotated=No
Item 92: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 93: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 94: (original w=256, h=128) → placed at (x=0, y=0), rotated=No
Item 95: (original w=32, h=8) → placed at (x=0, y=0), rotated=No
Item 96: (original w=8, h=32) → placed at (x=0, y=0), rotated=No
Item 97: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 98: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 99: (original w=32, h=8) → placed at (x=0, y=0), rotated=No
Item 100: (original w=512, h=256) → placed at (x=0, y=0), rotated=No
Item 101: (original w=256, h=16) → placed at (x=0, y=0), rotated=No
Item 102: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 103: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 104: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 105: (original w=8, h=32) → placed at (x=0, y=0), rotated=No
Item 106: (original w=32, h=256) → placed at (x=0, y=0), rotated=No
Item 107: (original w=16, h=32) → placed at (x=0, y=0), rotated=No
Item 108: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 109: (original w=32, h=256) → placed at (x=0, y=0), rotated=No
Item 110: (original w=256, h=8) → placed at (x=0, y=0), rotated=No
Item 111: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 112: (original w=256, h=512) → placed at (x=0, y=0), rotated=No
Item 113: (original w=256, h=16) → placed at (x=0, y=0), rotated=No
Item 114: (original w=32, h=512) → placed at (x=0, y=0), rotated=No
Item 115: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 116: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 117: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 118: (original w=256, h=128) → placed at (x=0, y=0), rotated=No
Item 119: (original w=256, h=8) → placed at (x=0, y=0), rotated=No
Item 120: (original w=128, h=256) → placed at (x=0, y=0), rotated=No
Item 121: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 122: (original w=128, h=256) → placed at (x=0, y=0), rotated=No
Item 123: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 124: (original w=256, h=32) → placed at (x=0, y=0), rotated=No
Item 125: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 126: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 127: (original w=16, h=512) → placed at (x=0, y=0), rotated=No
Item 128: (original w=256, h=128) → placed at (x=0, y=0), rotated=No
Item 129: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 130: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 131: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 132: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 133: (original w=256, h=64) → placed at (x=0, y=0), rotated=No
Item 134: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 135: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 136: (original w=512, h=256) → placed at (x=0, y=0), rotated=No
Item 137: (original w=512, h=256) → placed at (x=0, y=0), rotated=No
Item 138: (original w=128, h=512) → placed at (x=0, y=0), rotated=No
Item 139: (original w=512, h=256) → placed at (x=0, y=0), rotated=No
Item 140: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 141: (original w=512, h=8) → placed at (x=0, y=0), rotated=No
Item 142: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 143: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 144: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 145: (original w=256, h=64) → placed at (x=0, y=0), rotated=No
Item 146: (original w=512, h=16) → placed at (x=0, y=0), rotated=No
Item 147: (original w=512, h=32) → placed at (x=0, y=0), rotated=No
Item 148: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 149: (original w=64, h=256) → placed at (x=0, y=0), rotated=No
Item 150: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 151: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 152: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 153: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 154: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 155: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 156: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 157: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 158: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 159: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 160: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 161: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 162: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 163: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 164: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 165: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 166: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 167: (original w=64, h=64) → placed at (x=0, y=0), rotated=No
Item 168: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 169: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 170: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 171: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 172: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 173: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 174: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 175: (original w=32, h=32) → placed at (x=0, y=0), rotated=No
Item 176: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 177: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 178: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 179: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 180: (original w=128, h=128) → placed at (x=0, y=0), rotated=No
Item 181: (original w=8, h=2048) → placed at (x=0, y=0), rotated=No
Item 182: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 183: (original w=16, h=256) → placed at (x=0, y=0), rotated=No
Item 184: (original w=8, h=16) → placed at (x=0, y=0), rotated=No
Item 185: (original w=16, h=32) → placed at (x=0, y=0), rotated=No
Item 186: (original w=2048, h=16) → placed at (x=0, y=0), rotated=No
Item 187: (original w=1024, h=32) → placed at (x=0, y=0), rotated=No
Item 188: (original w=32, h=256) → placed at (x=0, y=0), rotated=No
Item 189: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 190: (original w=64, h=2048) → placed at (x=0, y=0), rotated=No
Item 191: (original w=8, h=128) → placed at (x=0, y=0), rotated=No
Item 192: (original w=512, h=32) → placed at (x=0, y=0), rotated=No
Item 193: (original w=8, h=256) → placed at (x=0, y=0), rotated=No
Item 194: (original w=32, h=512) → placed at (x=0, y=0), rotated=No
Item 195: (original w=2048, h=8) → placed at (x=0, y=0), rotated=No
Item 196: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 197: (original w=32, h=256) → placed at (x=0, y=0), rotated=No
Item 198: (original w=256, h=16) → placed at (x=0, y=0), rotated=No
Item 199: (original w=128, h=16) → placed at (x=0, y=0), rotated=No
Item 200: (original w=8, h=128) → placed at (x=0, y=0), rotated=No
Item 201: (original w=16, h=16) → placed at (x=0, y=0), rotated=No
Item 202: (original w=16, h=64) → placed at (x=0, y=0), rotated=No
Item 203: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 204: (original w=16, h=512) → placed at (x=0, y=0), rotated=No
Item 205: (original w=1024, h=32) → placed at (x=0, y=0), rotated=No
Item 206: (original w=16, h=256) → placed at (x=0, y=0), rotated=No
Item 207: (original w=256, h=8) → placed at (x=0, y=0), rotated=No
Item 208: (original w=128, h=32) → placed at (x=0, y=0), rotated=No
Item 209: (original w=64, h=256) → placed at (x=0, y=0), rotated=No
Item 210: (original w=32, h=1024) → placed at (x=0, y=0), rotated=No
Item 211: (original w=8, h=256) → placed at (x=0, y=0), rotated=No
Item 212: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 213: (original w=64, h=128) → placed at (x=0, y=0), rotated=No
Item 214: (original w=1024, h=128) → placed at (x=0, y=0), rotated=No
Item 215: (original w=32, h=8) → placed at (x=0, y=0), rotated=No
Item 216: (original w=32, h=128) → placed at (x=0, y=0), rotated=No
Item 217: (original w=128, h=256) → placed at (x=0, y=0), rotated=No
Item 218: (original w=64, h=512) → placed at (x=0, y=0), rotated=No
Item 219: (original w=512, h=64) → placed at (x=0, y=0), rotated=No
Item 220: (original w=512, h=16) → placed at (x=0, y=0), rotated=No
Item 221: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 222: (original w=32, h=128) → placed at (x=0, y=0), rotated=No
Item 223: (original w=1024, h=256) → placed at (x=0, y=0), rotated=No
Item 224: (original w=256, h=64) → placed at (x=0, y=0), rotated=No
Item 225: (original w=512, h=16) → placed at (x=0, y=0), rotated=No
Item 226: (original w=64, h=256) → placed at (x=0, y=0), rotated=No
Item 227: (original w=16, h=64) → placed at (x=0, y=0), rotated=No
Item 228: (original w=256, h=32) → placed at (x=0, y=0), rotated=No
Item 229: (original w=32, h=8) → placed at (x=0, y=0), rotated=No
Item 230: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 231: (original w=128, h=16) → placed at (x=0, y=0), rotated=No
Item 232: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 233: (original w=8, h=1024) → placed at (x=0, y=0), rotated=No
Item 234: (original w=128, h=512) → placed at (x=0, y=0), rotated=No
Item 235: (original w=256, h=8) → placed at (x=0, y=0), rotated=No
Item 236: (original w=512, h=64) → placed at (x=0, y=0), rotated=No
Item 237: (original w=32, h=128) → placed at (x=0, y=0), rotated=No
Item 238: (original w=1024, h=512) → placed at (x=0, y=0), rotated=No
Item 239: (original w=32, h=128) → placed at (x=0, y=0), rotated=No
Item 240: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 241: (original w=1024, h=8) → placed at (x=0, y=0), rotated=No
Item 242: (original w=512, h=128) → placed at (x=0, y=0), rotated=No
Item 243: (original w=1024, h=512) → placed at (x=0, y=0), rotated=No
Item 244: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 245: (original w=16, h=256) → placed at (x=0, y=0), rotated=No
Item 246: (original w=16, h=32) → placed at (x=0, y=0), rotated=No
Item 247: (original w=8, h=512) → placed at (x=0, y=0), rotated=No
Item 248: (original w=128, h=512) → placed at (x=0, y=0), rotated=No
Item 249: (original w=256, h=512) → placed at (x=0, y=0), rotated=No
Item 250: (original w=8, h=32) → placed at (x=0, y=0), rotated=No
Item 251: (original w=256, h=1024) → placed at (x=0, y=0), rotated=No
Item 252: (original w=1024, h=256) → placed at (x=0, y=0), rotated=No
Item 253: (original w=128, h=512) → placed at (x=0, y=0), rotated=No
Item 254: (original w=256, h=64) → placed at (x=0, y=0), rotated=No
Item 255: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 256: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 257: (original w=256, h=1024) → placed at (x=0, y=0), rotated=No
Item 258: (original w=64, h=64) → placed at (x=0, y=0), rotated=No
Item 259: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 260: (original w=128, h=64) → placed at (x=0, y=0), rotated=No
Item 261: (original w=512, h=1024) → placed at (x=0, y=0), rotated=No
Item 262: (original w=8, h=1024) → placed at (x=0, y=0), rotated=No
Item 263: (original w=1024, h=256) → placed at (x=0, y=0), rotated=No
Item 264: (original w=1024, h=32) → placed at (x=0, y=0), rotated=No
Item 265: (original w=32, h=16) → placed at (x=0, y=0), rotated=No
Item 266: (original w=1024, h=64) → placed at (x=0, y=0), rotated=No
Item 267: (original w=256, h=16) → placed at (x=0, y=0), rotated=No
Item 268: (original w=32, h=1024) → placed at (x=0, y=0), rotated=No
Item 269: (original w=128, h=8) → placed at (x=0, y=0), rotated=No
Item 270: (original w=1024, h=128) → placed at (x=0, y=0), rotated=No
Item 271: (original w=512, h=1024) → placed at (x=0, y=0), rotated=No
Item 272: (original w=8, h=32) → placed at (x=0, y=0), rotated=No
Item 273: (original w=8, h=1024) → placed at (x=0, y=0), rotated=No
Item 274: (original w=32, h=64) → placed at (x=0, y=0), rotated=No
Item 275: (original w=128, h=8) → placed at (x=0, y=0), rotated=No
Item 276: (original w=32, h=64) → placed at (x=0, y=0), rotated=No
Item 277: (original w=32, h=128) → placed at (x=0, y=0), rotated=No
Item 278: (original w=128, h=16) → placed at (x=0, y=0), rotated=No
Item 279: (original w=256, h=256) → placed at (x=0, y=0), rotated=No
Item 280: (original w=64, h=16) → placed at (x=0, y=0), rotated=No
Item 281: (original w=8, h=64) → placed at (x=0, y=0), rotated=No
Item 282: (original w=1024, h=32) → placed at (x=0, y=0), rotated=No
Item 283: (original w=128, h=1024) → placed at (x=0, y=0), rotated=No
Item 284: (original w=16, h=1024) → placed at (x=0, y=0), rotated=No
Item 285: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 286: (original w=8, h=1024) → placed at (x=0, y=0), rotated=No
Item 287: (original w=256, h=512) → placed at (x=0, y=0), rotated=No
Item 288: (original w=128, h=32) → placed at (x=0, y=0), rotated=No
Item 289: (original w=64, h=32) → placed at (x=0, y=0), rotated=No
Item 290: (original w=1024, h=16) → placed at (x=0, y=0), rotated=No
Item 291: (original w=128, h=512) → placed at (x=0, y=0), rotated=No
Item 292: (original w=64, h=128) → placed at (x=0, y=0), rotated=No
Item 293: (original w=1024, h=256) → placed at (x=0, y=0), rotated=No
Item 294: (original w=16, h=256) → placed at (x=0, y=0), rotated=No
Item 295: (original w=512, h=8) → placed at (x=0, y=0), rotated=No
Item 296: (original w=16, h=128) → placed at (x=0, y=0), rotated=No
Item 297: (original w=16, h=8) → placed at (x=0, y=0), rotated=No
Item 298: (original w=8, h=16) → placed at (x=0, y=0), rotated=No
Item 299: (original w=32, h=8) → placed at (x=0, y=0), rotated=No
Item 300: (original w=8, h=256) → placed at (x=0, y=0), rotated=No
