===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 20280
Item Placement:
Item 1: (original w=8, h=8) → placed at (x=0, y=0), rotated=No
Item 39: (original w=256, h=128) → placed at (x=3264, y=14464), rotated=No
Item 40: (original w=128, h=64) → placed at (x=3328, y=14464), rotated=No
Item 41: (original w=64, h=64) → placed at (x=3328, y=14592), rotated=No
Item 42: (original w=32, h=8) → placed at (x=3584, y=14592), rotated=No
Item 43: (original w=16, h=128) → placed at (x=3840, y=14592), rotated=No
Item 44: (original w=512, h=256) → placed at (x=3840, y=14720), rotated=No
Item 45: (original w=512, h=8) → placed at (x=4096, y=14592), rotated=No
Item 46: (original w=32, h=16) → placed at (x=4096, y=14720), rotated=No
Item 47: (original w=256, h=128) → placed at (x=4224, y=14720), rotated=No
Item 48: (original w=128, h=64) → placed at (x=4224, y=14976), rotated=No
Item 49: (original w=64, h=64) → placed at (x=4224, y=15232), rotated=No
Item 50: (original w=16, h=8) → placed at (x=4288, y=15232), rotated=No
Item 51: (original w=128, h=256) → placed at (x=4288, y=15744), rotated=No
Item 52: (original w=256, h=128) → placed at (x=4320, y=15744), rotated=No
Item 53: (original w=64, h=32) → placed at (x=4320, y=15776), rotated=No
Item 54: (original w=8, h=16) → placed at (x=4320, y=15808), rotated=No
Item 55: (original w=32, h=16) → placed at (x=4352, y=15808), rotated=No
Item 56: (original w=128, h=64) → placed at (x=4352, y=15872), rotated=No
Item 57: (original w=512, h=32) → placed at (x=4352, y=15936), rotated=No
Item 58: (original w=32, h=16) → placed at (x=4352, y=16000), rotated=No
Item 59: (original w=64, h=32) → placed at (x=4608, y=15872), rotated=No
Item 60: (original w=256, h=64) → placed at (x=4608, y=16000), rotated=No
Item 61: (original w=8, h=8) → placed at (x=4608, y=16128), rotated=No
Item 62: (original w=256, h=64) → placed at (x=4608, y=16256), rotated=No
Item 63: (original w=32, h=16) → placed at (x=4608, y=16384), rotated=No
Item 64: (original w=8, h=64) → placed at (x=4608, y=16512), rotated=No
Item 65: (original w=64, h=32) → placed at (x=4736, y=15872), rotated=No
Item 66: (original w=512, h=16) → placed at (x=4736, y=16128), rotated=No
Item 67: (original w=256, h=8) → placed at (x=4800, y=15872), rotated=No
Item 68: (original w=16, h=8) → placed at (x=4816, y=15872), rotated=No
Item 69: (original w=16, h=8) → placed at (x=4816, y=16896), rotated=No
Item 70: (original w=8, h=128) → placed at (x=4816, y=16912), rotated=No
Item 71: (original w=8, h=64) → placed at (x=4832, y=16912), rotated=No
Item 72: (original w=8, h=8) → placed at (x=4832, y=16976), rotated=No
Item 73: (original w=32, h=16) → placed at (x=4960, y=16976), rotated=No
Item 74: (original w=8, h=64) → placed at (x=5088, y=16976), rotated=No
Item 75: (original w=128, h=64) → placed at (x=5088, y=17040), rotated=No
Item 76: (original w=64, h=16) → placed at (x=5216, y=16976), rotated=No
Item 77: (original w=16, h=512) → placed at (x=5216, y=17040), rotated=No
Item 78: (original w=64, h=32) → placed at (x=5216, y=17104), rotated=No
Item 79: (original w=8, h=8) → placed at (x=5216, y=17168), rotated=No
Item 80: (original w=256, h=128) → placed at (x=5216, y=17232), rotated=No
Item 81: (original w=32, h=16) → placed at (x=5216, y=17296), rotated=No
Item 82: (original w=32, h=16) → placed at (x=5216, y=17360), rotated=No
Item 83: (original w=16, h=32) → placed at (x=5280, y=17360), rotated=No
Item 84: (original w=32, h=16) → placed at (x=5280, y=17488), rotated=No
Item 85: (original w=512, h=256) → placed at (x=5312, y=17488), rotated=No
Item 86: (original w=128, h=16) → placed at (x=5328, y=17488), rotated=No
Item 87: (original w=128, h=64) → placed at (x=5328, y=18000), rotated=No
Item 88: (original w=512, h=256) → placed at (x=5336, y=18000), rotated=No
Item 89: (original w=256, h=128) → placed at (x=5336, y=18008), rotated=No
Item 90: (original w=512, h=128) → placed at (x=5336, y=18016), rotated=No
Item 91: (original w=64, h=32) → placed at (x=5336, y=18024), rotated=No
Item 92: (original w=256, h=16) → placed at (x=5344, y=18024), rotated=No
Item 93: (original w=32, h=16) → placed at (x=5344, y=18040), rotated=No
Item 94: (original w=512, h=256) → placed at (x=5600, y=18040), rotated=No
Item 95: (original w=256, h=8) → placed at (x=5600, y=18072), rotated=No
Item 96: (original w=16, h=8) → placed at (x=5728, y=18040), rotated=No
Item 97: (original w=8, h=8) → placed at (x=5728, y=18104), rotated=No
Item 98: (original w=256, h=256) → placed at (x=5728, y=18168), rotated=No
Item 99: (original w=8, h=128) → placed at (x=5728, y=18232), rotated=No
Item 100: (original w=128, h=16) → placed at (x=5728, y=18296), rotated=No
Item 101: (original w=512, h=512) → placed at (x=5728, y=18360), rotated=No
Item 102: (original w=512, h=512) → placed at (x=5728, y=18424), rotated=No
Item 103: (original w=256, h=256) → placed at (x=5728, y=18488), rotated=No
Item 104: (original w=8, h=8) → placed at (x=5728, y=18552), rotated=No
Item 105: (original w=512, h=512) → placed at (x=5728, y=18616), rotated=No
Item 106: (original w=512, h=512) → placed at (x=5728, y=18680), rotated=No
Item 107: (original w=32, h=32) → placed at (x=5728, y=18744), rotated=No
Item 108: (original w=64, h=64) → placed at (x=5728, y=18808), rotated=No
Item 109: (original w=128, h=128) → placed at (x=5792, y=18040), rotated=No
Item 110: (original w=64, h=64) → placed at (x=5792, y=18048), rotated=No
Item 111: (original w=64, h=64) → placed at (x=5848, y=18048), rotated=No
Item 112: (original w=1024, h=1024) → placed at (x=5848, y=18064), rotated=No
Item 113: (original w=64, h=64) → placed at (x=5848, y=18080), rotated=No
Item 114: (original w=32, h=32) → placed at (x=5976, y=18064), rotated=No
Item 115: (original w=8, h=8) → placed at (x=5976, y=18096), rotated=No
Item 116: (original w=1024, h=1024) → placed at (x=5976, y=18128), rotated=No
Item 117: (original w=64, h=64) → placed at (x=5976, y=18160), rotated=No
Item 118: (original w=512, h=512) → placed at (x=5976, y=18192), rotated=No
Item 119: (original w=1024, h=1024) → placed at (x=5976, y=18224), rotated=No
Item 120: (original w=64, h=64) → placed at (x=5976, y=18256), rotated=No
Item 121: (original w=16, h=8) → placed at (x=5976, y=18288), rotated=No
Item 122: (original w=16, h=128) → placed at (x=5976, y=18320), rotated=No
Item 123: (original w=64, h=64) → placed at (x=5976, y=18352), rotated=No
Item 124: (original w=8, h=32) → placed at (x=6008, y=18352), rotated=No
Item 125: (original w=128, h=8) → placed at (x=6008, y=18416), rotated=No
Item 126: (original w=16, h=64) → placed at (x=6008, y=18480), rotated=No
Item 127: (original w=128, h=128) → placed at (x=6024, y=18480), rotated=No
Item 128: (original w=32, h=1024) → placed at (x=6024, y=18608), rotated=No
Item 129: (original w=8, h=64) → placed at (x=6024, y=18736), rotated=No
Item 130: (original w=128, h=8) → placed at (x=6040, y=18064), rotated=No
Item 131: (original w=128, h=8) → placed at (x=6040, y=18320), rotated=No
Item 132: (original w=16, h=128) → placed at (x=6040, y=18576), rotated=No
Item 133: (original w=32, h=64) → placed at (x=6040, y=18832), rotated=No
Item 134: (original w=512, h=128) → placed at (x=6040, y=19088), rotated=No
Item 135: (original w=512, h=8) → placed at (x=6040, y=19096), rotated=No
Item 136: (original w=256, h=256) → placed at (x=6040, y=19104), rotated=No
Item 137: (original w=16, h=8) → placed at (x=6048, y=19104), rotated=No
Item 138: (original w=8, h=16) → placed at (x=6048, y=19120), rotated=No
Item 139: (original w=128, h=32) → placed at (x=6080, y=19120), rotated=No
Item 140: (original w=64, h=128) → placed at (x=6112, y=19120), rotated=No
Item 141: (original w=256, h=512) → placed at (x=6144, y=19120), rotated=No
Item 142: (original w=32, h=64) → placed at (x=6160, y=19120), rotated=No
Item 143: (original w=128, h=128) → placed at (x=6160, y=19248), rotated=No
Item 144: (original w=32, h=8) → placed at (x=6160, y=19376), rotated=No
Item 145: (original w=128, h=512) → placed at (x=6160, y=19504), rotated=No
Item 146: (original w=1024, h=256) → placed at (x=6160, y=19512), rotated=No
Item 147: (original w=8, h=8) → placed at (x=6168, y=19512), rotated=No
Item 148: (original w=128, h=64) → placed at (x=6168, y=19528), rotated=No
Item 149: (original w=128, h=64) → placed at (x=6168, y=19544), rotated=No
Item 150: (original w=512, h=1024) → placed at (x=6200, y=19528), rotated=No
Item 151: (original w=128, h=512) → placed at (x=6200, y=19544), rotated=No
Item 152: (original w=256, h=64) → placed at (x=6200, y=19560), rotated=No
Item 153: (original w=8, h=128) → placed at (x=6200, y=19576), rotated=No
Item 154: (original w=128, h=32) → placed at (x=6200, y=19592), rotated=No
Item 155: (original w=64, h=8) → placed at (x=6200, y=19608), rotated=No
Item 156: (original w=64, h=256) → placed at (x=6200, y=19624), rotated=No
Item 157: (original w=128, h=256) → placed at (x=6200, y=19640), rotated=No
Item 158: (original w=256, h=16) → placed at (x=6200, y=19656), rotated=No
Item 159: (original w=16, h=128) → placed at (x=6200, y=19672), rotated=No
Item 160: (original w=32, h=32) → placed at (x=6200, y=19688), rotated=No
Item 161: (original w=64, h=64) → placed at (x=6200, y=19704), rotated=No
Item 162: (original w=128, h=512) → placed at (x=6224, y=19688), rotated=No
Item 163: (original w=8, h=32) → placed at (x=6224, y=19752), rotated=No
Item 164: (original w=512, h=256) → placed at (x=6224, y=19816), rotated=No
Item 165: (original w=64, h=128) → placed at (x=6224, y=19880), rotated=No
Item 166: (original w=8, h=256) → placed at (x=6224, y=19944), rotated=No
Item 167: (original w=64, h=512) → placed at (x=6224, y=20008), rotated=No
Item 168: (original w=128, h=128) → placed at (x=6224, y=20016), rotated=No
Item 169: (original w=8, h=32) → placed at (x=6224, y=20024), rotated=No
Item 170: (original w=1024, h=512) → placed at (x=6224, y=20032), rotated=No
Item 171: (original w=512, h=32) → placed at (x=6232, y=20024), rotated=No
Item 172: (original w=8, h=256) → placed at (x=6232, y=20056), rotated=No
Item 173: (original w=64, h=32) → placed at (x=6240, y=20056), rotated=No
Item 174: (original w=8, h=32) → placed at (x=6248, y=20056), rotated=No
Item 175: (original w=64, h=256) → placed at (x=6248, y=20064), rotated=No
Item 176: (original w=64, h=64) → placed at (x=6248, y=20072), rotated=No
Item 177: (original w=64, h=1024) → placed at (x=6248, y=20080), rotated=No
Item 178: (original w=1024, h=64) → placed at (x=6248, y=20088), rotated=No
Item 179: (original w=512, h=128) → placed at (x=6248, y=20096), rotated=No
Item 180: (original w=128, h=128) → placed at (x=6248, y=20104), rotated=No
Item 181: (original w=1024, h=32) → placed at (x=6248, y=20112), rotated=No
Item 182: (original w=8, h=1024) → placed at (x=6248, y=20120), rotated=No
Item 183: (original w=512, h=256) → placed at (x=6248, y=20128), rotated=No
Item 184: (original w=1024, h=256) → placed at (x=6248, y=20136), rotated=No
Item 185: (original w=16, h=1024) → placed at (x=6248, y=20144), rotated=No
Item 186: (original w=1024, h=1024) → placed at (x=6256, y=20144), rotated=No
Item 187: (original w=512, h=8) → placed at (x=6256, y=20160), rotated=No
Item 188: (original w=16, h=1024) → placed at (x=6256, y=20176), rotated=No
Item 189: (original w=128, h=256) → placed at (x=6256, y=20184), rotated=No
Item 190: (original w=32, h=256) → placed at (x=6256, y=20192), rotated=No
Item 191: (original w=128, h=64) → placed at (x=6256, y=20200), rotated=No
Item 192: (original w=64, h=1024) → placed at (x=6256, y=20208), rotated=No
Item 193: (original w=256, h=64) → placed at (x=6256, y=20216), rotated=No
Item 194: (original w=1024, h=1024) → placed at (x=6256, y=20224), rotated=No
Item 195: (original w=64, h=64) → placed at (x=6256, y=20232), rotated=No
Item 196: (original w=64, h=1024) → placed at (x=6256, y=20240), rotated=No
Item 197: (original w=128, h=512) → placed at (x=6256, y=20248), rotated=No
Item 198: (original w=512, h=32) → placed at (x=6256, y=20256), rotated=No
Item 199: (original w=32, h=256) → placed at (x=6256, y=20264), rotated=No
Item 200: (original w=64, h=8) → placed at (x=6256, y=20272), rotated=No
