===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 130656
Item Placement:
Item 1: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 47: (original w=1024, h=1024) → placed at (x=0, y=23552), rotated=No
Item 48: (original w=1024, h=1024) → placed at (x=1024, y=23552), rotated=No
Item 49: (original w=256, h=2048) → placed at (x=0, y=24576), rotated=No
Item 50: (original w=512, h=1024) → placed at (x=256, y=24576), rotated=No
Item 51: (original w=512, h=1024) → placed at (x=0, y=26624), rotated=No
Item 52: (original w=1024, h=512) → placed at (x=256, y=25600), rotated=No
Item 53: (original w=1024, h=512) → placed at (x=0, y=27648), rotated=No
Item 54: (original w=1024, h=512) → placed at (x=256, y=26112), rotated=No
Item 55: (original w=1024, h=512) → placed at (x=0, y=28160), rotated=No
Item 56: (original w=1024, h=512) → placed at (x=1024, y=27648), rotated=No
Item 57: (original w=512, h=1024) → placed at (x=0, y=28672), rotated=No
Item 58: (original w=512, h=1024) → placed at (x=1024, y=28160), rotated=Yes
Item 59: (original w=1024, h=512) → placed at (x=0, y=29696), rotated=No
Item 60: (original w=1024, h=512) → placed at (x=512, y=28672), rotated=No
Item 61: (original w=1024, h=512) → placed at (x=0, y=30208), rotated=No
Item 62: (original w=1024, h=512) → placed at (x=512, y=29184), rotated=No
Item 63: (original w=512, h=1024) → placed at (x=0, y=30720), rotated=No
Item 64: (original w=1024, h=512) → placed at (x=1536, y=28672), rotated=Yes
Item 65: (original w=512, h=1024) → placed at (x=0, y=31744), rotated=No
Item 66: (original w=1024, h=512) → placed at (x=512, y=30720), rotated=No
Item 67: (original w=1024, h=512) → placed at (x=0, y=32768), rotated=No
Item 68: (original w=1024, h=512) → placed at (x=512, y=31232), rotated=No
Item 69: (original w=1024, h=512) → placed at (x=0, y=33280), rotated=No
Item 70: (original w=512, h=1024) → placed at (x=512, y=31744), rotated=No
Item 71: (original w=1024, h=512) → placed at (x=0, y=33792), rotated=No
Item 72: (original w=512, h=1024) → placed at (x=1024, y=31744), rotated=No
Item 73: (original w=512, h=1024) → placed at (x=0, y=34304), rotated=No
Item 74: (original w=512, h=1024) → placed at (x=1024, y=32768), rotated=No
Item 75: (original w=512, h=1024) → placed at (x=0, y=35328), rotated=No
Item 76: (original w=512, h=1024) → placed at (x=1024, y=33792), rotated=Yes
Item 77: (original w=1024, h=512) → placed at (x=0, y=36352), rotated=No
Item 78: (original w=1024, h=512) → placed at (x=512, y=34304), rotated=No
Item 79: (original w=512, h=1024) → placed at (x=0, y=36864), rotated=No
Item 80: (original w=1024, h=512) → placed at (x=512, y=34816), rotated=No
Item 81: (original w=512, h=1024) → placed at (x=0, y=37888), rotated=No
Item 82: (original w=1024, h=512) → placed at (x=512, y=35328), rotated=No
Item 83: (original w=1024, h=512) → placed at (x=0, y=38912), rotated=No
Item 84: (original w=1024, h=512) → placed at (x=512, y=35840), rotated=No
Item 85: (original w=1024, h=512) → placed at (x=0, y=39424), rotated=No
Item 86: (original w=1024, h=512) → placed at (x=1024, y=38912), rotated=No
Item 87: (original w=512, h=512) → placed at (x=0, y=39936), rotated=No
Item 88: (original w=512, h=512) → placed at (x=1024, y=39424), rotated=No
Item 89: (original w=512, h=512) → placed at (x=0, y=40448), rotated=No
Item 90: (original w=512, h=512) → placed at (x=1536, y=39424), rotated=No
Item 91: (original w=512, h=512) → placed at (x=0, y=40960), rotated=No
Item 92: (original w=512, h=512) → placed at (x=512, y=39936), rotated=No
Item 93: (original w=512, h=512) → placed at (x=0, y=41472), rotated=No
Item 94: (original w=512, h=512) → placed at (x=512, y=40448), rotated=No
Item 95: (original w=512, h=512) → placed at (x=0, y=41984), rotated=No
Item 96: (original w=512, h=512) → placed at (x=512, y=40960), rotated=No
Item 97: (original w=512, h=512) → placed at (x=0, y=42496), rotated=No
Item 98: (original w=512, h=512) → placed at (x=512, y=41472), rotated=No
Item 99: (original w=512, h=512) → placed at (x=0, y=43008), rotated=No
Item 100: (original w=512, h=512) → placed at (x=512, y=41984), rotated=No
Item 101: (original w=512, h=512) → placed at (x=0, y=43520), rotated=No
Item 102: (original w=512, h=512) → placed at (x=512, y=42496), rotated=No
Item 103: (original w=512, h=512) → placed at (x=0, y=44032), rotated=No
Item 104: (original w=512, h=512) → placed at (x=512, y=43008), rotated=No
Item 105: (original w=512, h=512) → placed at (x=0, y=44544), rotated=No
Item 106: (original w=512, h=512) → placed at (x=512, y=43520), rotated=No
Item 107: (original w=512, h=512) → placed at (x=0, y=45056), rotated=No
Item 108: (original w=512, h=512) → placed at (x=512, y=44032), rotated=No
Item 109: (original w=512, h=512) → placed at (x=0, y=45568), rotated=No
Item 110: (original w=512, h=512) → placed at (x=512, y=44544), rotated=No
Item 111: (original w=512, h=512) → placed at (x=0, y=46080), rotated=No
Item 112: (original w=512, h=512) → placed at (x=512, y=45056), rotated=No
Item 113: (original w=512, h=512) → placed at (x=0, y=46592), rotated=No
Item 114: (original w=512, h=512) → placed at (x=512, y=45568), rotated=No
Item 115: (original w=512, h=512) → placed at (x=0, y=47104), rotated=No
Item 116: (original w=512, h=512) → placed at (x=512, y=46080), rotated=No
Item 117: (original w=512, h=512) → placed at (x=0, y=47616), rotated=No
Item 118: (original w=512, h=512) → placed at (x=512, y=46592), rotated=No
Item 119: (original w=512, h=512) → placed at (x=0, y=48128), rotated=No
Item 120: (original w=512, h=512) → placed at (x=512, y=47104), rotated=No
Item 121: (original w=512, h=512) → placed at (x=0, y=48640), rotated=No
Item 122: (original w=512, h=512) → placed at (x=512, y=47616), rotated=No
Item 123: (original w=512, h=512) → placed at (x=0, y=49152), rotated=No
Item 124: (original w=512, h=512) → placed at (x=512, y=48128), rotated=No
Item 125: (original w=512, h=512) → placed at (x=0, y=49664), rotated=No
Item 126: (original w=512, h=512) → placed at (x=512, y=48640), rotated=No
Item 127: (original w=512, h=512) → placed at (x=0, y=50176), rotated=No
Item 128: (original w=512, h=512) → placed at (x=512, y=49152), rotated=No
Item 129: (original w=512, h=512) → placed at (x=0, y=50688), rotated=No
Item 130: (original w=512, h=512) → placed at (x=512, y=49664), rotated=No
Item 131: (original w=512, h=512) → placed at (x=0, y=51200), rotated=No
Item 132: (original w=128, h=2048) → placed at (x=1536, y=30720), rotated=No
Item 133: (original w=512, h=512) → placed at (x=512, y=50176), rotated=No
Item 134: (original w=128, h=2048) → placed at (x=0, y=51712), rotated=No
Item 135: (original w=1024, h=256) → placed at (x=1536, y=32768), rotated=Yes
Item 136: (original w=512, h=512) → placed at (x=0, y=53760), rotated=No
Item 137: (original w=1024, h=256) → placed at (x=1792, y=32768), rotated=Yes
Item 138: (original w=1024, h=256) → placed at (x=0, y=54272), rotated=No
Item 139: (original w=1024, h=256) → placed at (x=512, y=53760), rotated=No
Item 140: (original w=256, h=1024) → placed at (x=0, y=54528), rotated=No
Item 141: (original w=256, h=1024) → placed at (x=512, y=54016), rotated=Yes
Item 142: (original w=512, h=512) → placed at (x=0, y=55552), rotated=No
Item 143: (original w=512, h=512) → placed at (x=256, y=54528), rotated=No
Item 144: (original w=512, h=512) → placed at (x=0, y=56064), rotated=No
Item 145: (original w=1024, h=256) → placed at (x=256, y=55040), rotated=No
Item 146: (original w=256, h=1024) → placed at (x=0, y=56576), rotated=No
Item 147: (original w=256, h=1024) → placed at (x=256, y=55296), rotated=Yes
Item 148: (original w=1024, h=256) → placed at (x=0, y=57600), rotated=No
Item 149: (original w=512, h=512) → placed at (x=256, y=56576), rotated=No
Item 150: (original w=512, h=512) → placed at (x=0, y=57856), rotated=No
Item 151: (original w=512, h=512) → placed at (x=256, y=57088), rotated=No
Item 152: (original w=1024, h=256) → placed at (x=0, y=58368), rotated=No
Item 153: (original w=256, h=1024) → placed at (x=512, y=57856), rotated=Yes
Item 154: (original w=1024, h=256) → placed at (x=0, y=58624), rotated=No
Item 155: (original w=1024, h=256) → placed at (x=512, y=58112), rotated=No
Item 156: (original w=256, h=1024) → placed at (x=0, y=58880), rotated=No
Item 157: (original w=256, h=1024) → placed at (x=768, y=24576), rotated=No
Item 158: (original w=1024, h=256) → placed at (x=0, y=59904), rotated=No
Item 159: (original w=256, h=1024) → placed at (x=1024, y=24576), rotated=No
Item 160: (original w=1024, h=256) → placed at (x=0, y=60160), rotated=No
Item 161: (original w=512, h=512) → placed at (x=1536, y=57856), rotated=No
Item 162: (original w=256, h=1024) → placed at (x=1024, y=59904), rotated=Yes
Item 163: (original w=256, h=1024) → placed at (x=256, y=58880), rotated=No
Item 164: (original w=512, h=512) → placed at (x=1280, y=24576), rotated=No
Item 165: (original w=512, h=512) → placed at (x=512, y=58880), rotated=No
Item 166: (original w=512, h=512) → placed at (x=1280, y=25088), rotated=No
Item 167: (original w=512, h=512) → placed at (x=512, y=59392), rotated=No
Item 168: (original w=1024, h=256) → placed at (x=1024, y=60160), rotated=No
Item 169: (original w=512, h=512) → placed at (x=1280, y=25600), rotated=No
Item 170: (original w=256, h=1024) → placed at (x=1792, y=24576), rotated=No
Item 171: (original w=512, h=512) → placed at (x=1280, y=26112), rotated=No
Item 172: (original w=512, h=512) → placed at (x=1024, y=58368), rotated=No
Item 173: (original w=1024, h=256) → placed at (x=1792, y=25600), rotated=Yes
Item 174: (original w=256, h=1024) → placed at (x=1024, y=58880), rotated=No
Item 175: (original w=256, h=1024) → placed at (x=768, y=56576), rotated=No
Item 176: (original w=1024, h=256) → placed at (x=1280, y=58880), rotated=Yes
Item 177: (original w=1024, h=256) → placed at (x=1536, y=58368), rotated=Yes
Item 178: (original w=512, h=512) → placed at (x=1280, y=55040), rotated=No
Item 179: (original w=512, h=256) → placed at (x=1536, y=59392), rotated=No
Item 180: (original w=512, h=256) → placed at (x=1792, y=55040), rotated=Yes
Item 181: (original w=512, h=256) → placed at (x=1536, y=59648), rotated=No
Item 182: (original w=512, h=256) → placed at (x=1792, y=58368), rotated=Yes
Item 183: (original w=512, h=256) → placed at (x=768, y=54528), rotated=No
Item 184: (original w=512, h=256) → placed at (x=1792, y=58880), rotated=Yes
Item 185: (original w=512, h=256) → placed at (x=768, y=54784), rotated=No
Item 186: (original w=512, h=256) → placed at (x=1280, y=54528), rotated=No
Item 187: (original w=512, h=256) → placed at (x=512, y=55552), rotated=No
Item 188: (original w=256, h=512) → placed at (x=1280, y=54784), rotated=Yes
Item 189: (original w=512, h=256) → placed at (x=512, y=55808), rotated=No
Item 190: (original w=512, h=256) → placed at (x=1024, y=55552), rotated=No
Item 191: (original w=512, h=256) → placed at (x=512, y=56064), rotated=No
Item 192: (original w=256, h=512) → placed at (x=1024, y=55808), rotated=No
Item 193: (original w=512, h=256) → placed at (x=512, y=56320), rotated=No
Item 194: (original w=512, h=256) → placed at (x=1280, y=55808), rotated=No
Item 195: (original w=512, h=256) → placed at (x=1024, y=56320), rotated=No
Item 196: (original w=512, h=256) → placed at (x=1280, y=56064), rotated=No
Item 197: (original w=512, h=256) → placed at (x=1792, y=55808), rotated=Yes
Item 198: (original w=512, h=256) → placed at (x=1536, y=56320), rotated=No
Item 199: (original w=512, h=256) → placed at (x=1536, y=55552), rotated=No
Item 200: (original w=512, h=256) → placed at (x=1792, y=54528), rotated=Yes
Item 201: (original w=512, h=256) → placed at (x=1536, y=53760), rotated=No
Item 202: (original w=512, h=256) → placed at (x=1024, y=54272), rotated=No
Item 203: (original w=512, h=256) → placed at (x=1536, y=54016), rotated=No
Item 204: (original w=512, h=256) → placed at (x=128, y=51712), rotated=No
Item 205: (original w=512, h=256) → placed at (x=1536, y=54272), rotated=No
Item 206: (original w=512, h=256) → placed at (x=128, y=51968), rotated=No
Item 207: (original w=512, h=256) → placed at (x=640, y=51712), rotated=No
Item 208: (original w=512, h=256) → placed at (x=128, y=52224), rotated=No
Item 209: (original w=512, h=256) → placed at (x=640, y=51968), rotated=No
Item 210: (original w=512, h=256) → placed at (x=128, y=52480), rotated=No
Item 211: (original w=512, h=256) → placed at (x=640, y=52224), rotated=No
Item 212: (original w=512, h=256) → placed at (x=128, y=52736), rotated=No
Item 213: (original w=512, h=256) → placed at (x=640, y=52480), rotated=No
Item 214: (original w=256, h=512) → placed at (x=128, y=52992), rotated=No
Item 215: (original w=512, h=256) → placed at (x=640, y=52736), rotated=No
Item 216: (original w=512, h=256) → placed at (x=128, y=53504), rotated=No
Item 217: (original w=512, h=256) → placed at (x=384, y=52992), rotated=No
Item 218: (original w=256, h=512) → placed at (x=640, y=53504), rotated=Yes
Item 219: (original w=512, h=256) → placed at (x=384, y=53248), rotated=No
Item 220: (original w=512, h=256) → placed at (x=1152, y=53504), rotated=No
Item 221: (original w=512, h=256) → placed at (x=896, y=52992), rotated=No
Item 222: (original w=256, h=512) → placed at (x=1024, y=56576), rotated=No
Item 223: (original w=512, h=256) → placed at (x=896, y=53248), rotated=No
Item 224: (original w=512, h=256) → placed at (x=1024, y=57088), rotated=No
Item 225: (original w=512, h=256) → placed at (x=1280, y=56576), rotated=No
Item 226: (original w=512, h=256) → placed at (x=1024, y=57344), rotated=No
Item 227: (original w=512, h=256) → placed at (x=1280, y=56832), rotated=No
Item 228: (original w=512, h=256) → placed at (x=1024, y=57600), rotated=No
Item 229: (original w=256, h=512) → placed at (x=1792, y=56576), rotated=No
Item 230: (original w=512, h=256) → placed at (x=1536, y=57088), rotated=No
Item 231: (original w=512, h=256) → placed at (x=1408, y=52992), rotated=No
Item 232: (original w=512, h=256) → placed at (x=1536, y=57344), rotated=No
Item 233: (original w=512, h=256) → placed at (x=1408, y=53248), rotated=No
Item 234: (original w=512, h=256) → placed at (x=1536, y=57600), rotated=No
Item 235: (original w=512, h=256) → placed at (x=512, y=26624), rotated=No
Item 236: (original w=256, h=512) → placed at (x=1152, y=51712), rotated=No
Item 237: (original w=512, h=256) → placed at (x=512, y=26880), rotated=No
Item 238: (original w=512, h=256) → placed at (x=1152, y=52224), rotated=No
Item 239: (original w=512, h=256) → placed at (x=512, y=27136), rotated=No
Item 240: (original w=512, h=256) → placed at (x=1152, y=52480), rotated=No
Item 241: (original w=512, h=256) → placed at (x=512, y=27392), rotated=No
Item 242: (original w=512, h=256) → placed at (x=1152, y=52736), rotated=No
Item 243: (original w=512, h=256) → placed at (x=1664, y=52224), rotated=Yes
Item 244: (original w=512, h=256) → placed at (x=1408, y=51712), rotated=No
Item 245: (original w=512, h=256) → placed at (x=0, y=60416), rotated=No
Item 246: (original w=256, h=512) → placed at (x=1408, y=51968), rotated=Yes
Item 247: (original w=256, h=512) → placed at (x=0, y=60672), rotated=No
Item 248: (original w=512, h=256) → placed at (x=512, y=60416), rotated=No
Item 249: (original w=512, h=256) → placed at (x=0, y=61184), rotated=No
Item 250: (original w=512, h=256) → placed at (x=1024, y=60416), rotated=No
Item 251: (original w=512, h=256) → placed at (x=0, y=61440), rotated=No
Item 252: (original w=512, h=256) → placed at (x=1536, y=60416), rotated=No
Item 253: (original w=512, h=256) → placed at (x=0, y=61696), rotated=No
Item 254: (original w=512, h=256) → placed at (x=512, y=61184), rotated=No
Item 255: (original w=512, h=256) → placed at (x=0, y=61952), rotated=No
Item 256: (original w=512, h=256) → placed at (x=512, y=61440), rotated=No
Item 257: (original w=512, h=256) → placed at (x=0, y=62208), rotated=No
Item 258: (original w=512, h=256) → placed at (x=512, y=61696), rotated=No
Item 259: (original w=512, h=256) → placed at (x=0, y=62464), rotated=No
Item 260: (original w=512, h=256) → placed at (x=512, y=61952), rotated=No
Item 261: (original w=512, h=256) → placed at (x=0, y=62720), rotated=No
Item 262: (original w=256, h=512) → placed at (x=512, y=62208), rotated=No
Item 263: (original w=512, h=256) → placed at (x=0, y=62976), rotated=No
Item 264: (original w=512, h=256) → placed at (x=512, y=62720), rotated=No
Item 265: (original w=512, h=256) → placed at (x=0, y=63232), rotated=No
Item 266: (original w=512, h=256) → placed at (x=512, y=62976), rotated=No
Item 267: (original w=512, h=256) → placed at (x=0, y=63488), rotated=No
Item 268: (original w=512, h=256) → placed at (x=512, y=63232), rotated=No
Item 269: (original w=512, h=256) → placed at (x=0, y=63744), rotated=No
Item 270: (original w=512, h=256) → placed at (x=512, y=63488), rotated=No
Item 271: (original w=512, h=256) → placed at (x=0, y=64000), rotated=No
Item 272: (original w=512, h=256) → placed at (x=512, y=63744), rotated=No
Item 273: (original w=512, h=256) → placed at (x=0, y=64256), rotated=No
Item 274: (original w=512, h=256) → placed at (x=512, y=64000), rotated=No
Item 275: (original w=512, h=256) → placed at (x=0, y=64512), rotated=No
Item 276: (original w=512, h=256) → placed at (x=512, y=64256), rotated=No
Item 277: (original w=512, h=256) → placed at (x=0, y=64768), rotated=No
Item 278: (original w=512, h=256) → placed at (x=512, y=64512), rotated=No
Item 279: (original w=512, h=256) → placed at (x=0, y=65024), rotated=No
Item 280: (original w=512, h=256) → placed at (x=512, y=64768), rotated=No
Item 281: (original w=512, h=256) → placed at (x=0, y=65280), rotated=No
Item 282: (original w=512, h=256) → placed at (x=512, y=65024), rotated=No
Item 283: (original w=512, h=256) → placed at (x=0, y=65536), rotated=No
Item 284: (original w=512, h=256) → placed at (x=512, y=65280), rotated=No
Item 285: (original w=256, h=512) → placed at (x=0, y=65792), rotated=No
Item 286: (original w=256, h=512) → placed at (x=512, y=65536), rotated=Yes
Item 287: (original w=512, h=256) → placed at (x=0, y=66304), rotated=No
Item 288: (original w=512, h=256) → placed at (x=256, y=65792), rotated=No
Item 289: (original w=256, h=512) → placed at (x=0, y=66560), rotated=No
Item 290: (original w=512, h=256) → placed at (x=256, y=66048), rotated=No
Item 291: (original w=512, h=256) → placed at (x=0, y=67072), rotated=No
Item 292: (original w=512, h=256) → placed at (x=256, y=66560), rotated=No
Item 293: (original w=512, h=256) → placed at (x=0, y=67328), rotated=No
Item 294: (original w=512, h=256) → placed at (x=256, y=66816), rotated=No
Item 295: (original w=512, h=256) → placed at (x=0, y=67584), rotated=No
Item 296: (original w=512, h=256) → placed at (x=768, y=66560), rotated=No
Item 297: (original w=256, h=512) → placed at (x=0, y=67840), rotated=No
Item 298: (original w=512, h=256) → placed at (x=768, y=66816), rotated=No
Item 299: (original w=512, h=256) → placed at (x=0, y=68352), rotated=No
Item 300: (original w=512, h=256) → placed at (x=256, y=67840), rotated=No
Item 301: (original w=512, h=256) → placed at (x=0, y=68608), rotated=No
Item 302: (original w=512, h=256) → placed at (x=256, y=68096), rotated=No
Item 303: (original w=512, h=256) → placed at (x=0, y=68864), rotated=No
Item 304: (original w=512, h=256) → placed at (x=768, y=67840), rotated=No
Item 305: (original w=512, h=256) → placed at (x=0, y=69120), rotated=No
Item 306: (original w=512, h=256) → placed at (x=768, y=68096), rotated=No
Item 307: (original w=512, h=256) → placed at (x=0, y=69376), rotated=No
Item 308: (original w=512, h=256) → placed at (x=1280, y=67840), rotated=No
Item 309: (original w=512, h=256) → placed at (x=0, y=69632), rotated=No
Item 310: (original w=512, h=256) → placed at (x=1280, y=68096), rotated=No
Item 311: (original w=512, h=256) → placed at (x=0, y=69888), rotated=No
Item 312: (original w=512, h=256) → placed at (x=1792, y=67840), rotated=Yes
Item 313: (original w=512, h=256) → placed at (x=0, y=70144), rotated=No
Item 314: (original w=512, h=256) → placed at (x=512, y=68352), rotated=No
Item 315: (original w=512, h=256) → placed at (x=0, y=70400), rotated=No
Item 316: (original w=512, h=256) → placed at (x=512, y=68608), rotated=No
Item 317: (original w=512, h=256) → placed at (x=0, y=70656), rotated=No
Item 318: (original w=512, h=256) → placed at (x=512, y=68864), rotated=No
Item 319: (original w=512, h=256) → placed at (x=0, y=70912), rotated=No
Item 320: (original w=512, h=256) → placed at (x=512, y=69120), rotated=No
Item 321: (original w=256, h=512) → placed at (x=0, y=71168), rotated=No
Item 322: (original w=256, h=512) → placed at (x=512, y=69376), rotated=No
Item 323: (original w=256, h=512) → placed at (x=0, y=71680), rotated=No
Item 324: (original w=512, h=256) → placed at (x=512, y=69888), rotated=No
Item 325: (original w=256, h=512) → placed at (x=0, y=72192), rotated=No
Item 326: (original w=512, h=256) → placed at (x=512, y=70144), rotated=No
Item 327: (original w=128, h=1024) → placed at (x=0, y=72704), rotated=No
Item 328: (original w=128, h=1024) → placed at (x=512, y=70400), rotated=Yes
Item 329: (original w=1024, h=128) → placed at (x=0, y=73728), rotated=No
Item 330: (original w=1024, h=128) → placed at (x=512, y=70528), rotated=No
Item 331: (original w=128, h=1024) → placed at (x=0, y=73856), rotated=No
Item 332: (original w=1024, h=128) → placed at (x=512, y=70656), rotated=No
Item 333: (original w=512, h=256) → placed at (x=0, y=74880), rotated=No
Item 334: (original w=256, h=512) → placed at (x=512, y=70784), rotated=Yes
Item 335: (original w=1024, h=128) → placed at (x=0, y=75136), rotated=No
Item 336: (original w=512, h=256) → placed at (x=1024, y=29696), rotated=No
Item 337: (original w=512, h=256) → placed at (x=0, y=75264), rotated=No
Item 338: (original w=512, h=256) → placed at (x=1024, y=29952), rotated=No
Item 339: (original w=1024, h=128) → placed at (x=512, y=71040), rotated=No
Item 340: (original w=128, h=1024) → placed at (x=1024, y=30208), rotated=Yes
Item 341: (original w=128, h=1024) → placed at (x=0, y=75520), rotated=No
Item 342: (original w=256, h=512) → placed at (x=1024, y=30336), rotated=Yes
Item 343: (original w=128, h=1024) → placed at (x=0, y=76544), rotated=No
Item 344: (original w=128, h=1024) → placed at (x=1024, y=30592), rotated=Yes
Item 345: (original w=1024, h=128) → placed at (x=0, y=77568), rotated=No
Item 346: (original w=512, h=256) → placed at (x=1536, y=30336), rotated=No
Item 347: (original w=128, h=1024) → placed at (x=0, y=77696), rotated=No
Item 348: (original w=512, h=256) → placed at (x=512, y=50688), rotated=No
Item 349: (original w=1024, h=128) → placed at (x=1024, y=77568), rotated=No
Item 350: (original w=1024, h=128) → placed at (x=512, y=50944), rotated=No
Item 351: (original w=128, h=1024) → placed at (x=128, y=77696), rotated=No
Item 352: (original w=1024, h=128) → placed at (x=512, y=51072), rotated=No
Item 353: (original w=1024, h=128) → placed at (x=256, y=77696), rotated=No
Item 354: (original w=128, h=1024) → placed at (x=512, y=51200), rotated=Yes
Item 355: (original w=1024, h=128) → placed at (x=256, y=77824), rotated=No
Item 356: (original w=1024, h=128) → placed at (x=512, y=51328), rotated=No
Item 357: (original w=256, h=512) → placed at (x=256, y=77952), rotated=No
Item 358: (original w=1024, h=128) → placed at (x=512, y=51456), rotated=No
Item 359: (original w=1024, h=128) → placed at (x=256, y=78464), rotated=No
Item 360: (original w=256, h=512) → placed at (x=0, y=78720), rotated=No
Item 361: (original w=256, h=512) → placed at (x=256, y=78592), rotated=No
Item 362: (original w=512, h=256) → placed at (x=0, y=79232), rotated=No
Item 363: (original w=128, h=1024) → placed at (x=512, y=51584), rotated=Yes
Item 364: (original w=128, h=1024) → placed at (x=0, y=79488), rotated=No
Item 365: (original w=512, h=256) → placed at (x=512, y=79232), rotated=No
Item 366: (original w=512, h=256) → placed at (x=0, y=80512), rotated=No
Item 367: (original w=128, h=1024) → placed at (x=1024, y=79232), rotated=Yes
Item 368: (original w=256, h=512) → placed at (x=0, y=80768), rotated=No
Item 369: (original w=512, h=256) → placed at (x=1024, y=36352), rotated=No
Item 370: (original w=1024, h=128) → placed at (x=1024, y=79360), rotated=No
Item 371: (original w=128, h=1024) → placed at (x=1024, y=36608), rotated=Yes
Item 372: (original w=1024, h=128) → placed at (x=256, y=80768), rotated=No
Item 373: (original w=1024, h=128) → placed at (x=1024, y=36736), rotated=No
Item 374: (original w=128, h=1024) → placed at (x=256, y=80896), rotated=Yes
Item 375: (original w=512, h=256) → placed at (x=1280, y=80768), rotated=No
Item 376: (original w=128, h=1024) → placed at (x=256, y=81024), rotated=Yes
Item 377: (original w=1024, h=128) → placed at (x=256, y=79104), rotated=No
Item 378: (original w=512, h=256) → placed at (x=0, y=81280), rotated=No
Item 379: (original w=128, h=1024) → placed at (x=256, y=81152), rotated=Yes
Item 380: (original w=128, h=1024) → placed at (x=0, y=81536), rotated=No
Item 381: (original w=256, h=512) → placed at (x=512, y=81280), rotated=Yes
Item 382: (original w=128, h=1024) → placed at (x=0, y=82560), rotated=No
Item 383: (original w=128, h=1024) → placed at (x=1024, y=81280), rotated=Yes
Item 384: (original w=256, h=512) → placed at (x=0, y=83584), rotated=No
Item 385: (original w=256, h=512) → placed at (x=1536, y=34304), rotated=No
