===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 17848
Item Placement:
Item 1: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 49: (original w=512, h=64) → placed at (x=0, y=11936), rotated=No
Item 50: (original w=256, h=128) → placed at (x=128, y=3456), rotated=No
Item 51: (original w=1024, h=32) → placed at (x=0, y=12000), rotated=No
Item 52: (original w=256, h=64) → placed at (x=1056, y=10432), rotated=No
Item 53: (original w=128, h=128) → placed at (x=0, y=12032), rotated=No
Item 54: (original w=64, h=256) → placed at (x=1312, y=10432), rotated=Yes
Item 55: (original w=128, h=128) → placed at (x=0, y=12160), rotated=No
Item 56: (original w=32, h=512) → placed at (x=128, y=3584), rotated=No
Item 57: (original w=128, h=128) → placed at (x=0, y=12288), rotated=No
Item 58: (original w=128, h=128) → placed at (x=128, y=4096), rotated=No
Item 59: (original w=128, h=128) → placed at (x=0, y=12416), rotated=No
Item 60: (original w=8, h=2048) → placed at (x=0, y=12544), rotated=No
Item 61: (original w=16, h=1024) → placed at (x=128, y=4224), rotated=Yes
Item 62: (original w=32, h=512) → placed at (x=0, y=14592), rotated=No
Item 63: (original w=64, h=256) → placed at (x=1568, y=10432), rotated=Yes
Item 64: (original w=256, h=64) → placed at (x=0, y=15104), rotated=No
Item 65: (original w=64, h=256) → placed at (x=128, y=4240), rotated=No
Item 66: (original w=1024, h=16) → placed at (x=0, y=15168), rotated=No
Item 67: (original w=32, h=512) → placed at (x=128, y=4496), rotated=No
Item 68: (original w=16, h=1024) → placed at (x=0, y=15184), rotated=No
Item 69: (original w=512, h=32) → placed at (x=128, y=5008), rotated=No
Item 70: (original w=32, h=512) → placed at (x=0, y=16208), rotated=No
Item 71: (original w=128, h=128) → placed at (x=1024, y=2048), rotated=No
Item 72: (original w=512, h=16) → placed at (x=128, y=5040), rotated=No
Item 73: (original w=64, h=128) → placed at (x=1824, y=10432), rotated=Yes
Item 74: (original w=128, h=64) → placed at (x=128, y=5056), rotated=No
Item 75: (original w=16, h=512) → placed at (x=1024, y=2176), rotated=No
Item 76: (original w=128, h=64) → placed at (x=256, y=5056), rotated=No
Item 77: (original w=128, h=64) → placed at (x=1024, y=2688), rotated=No
Item 78: (original w=128, h=64) → placed at (x=384, y=5056), rotated=No
Item 79: (original w=128, h=64) → placed at (x=1024, y=2752), rotated=No
Item 80: (original w=32, h=256) → placed at (x=512, y=5056), rotated=Yes
Item 81: (original w=16, h=512) → placed at (x=1024, y=2816), rotated=Yes
Item 82: (original w=8, h=1024) → placed at (x=512, y=5088), rotated=Yes
Item 83: (original w=16, h=512) → placed at (x=1024, y=2832), rotated=Yes
Item 84: (original w=128, h=64) → placed at (x=0, y=16720), rotated=No
Item 85: (original w=8, h=1024) → placed at (x=512, y=5096), rotated=Yes
Item 86: (original w=512, h=16) → placed at (x=0, y=16784), rotated=No
Item 87: (original w=16, h=512) → placed at (x=512, y=5104), rotated=Yes
Item 88: (original w=128, h=64) → placed at (x=0, y=16800), rotated=No
Item 89: (original w=256, h=32) → placed at (x=1024, y=5104), rotated=No
Item 90: (original w=128, h=64) → placed at (x=128, y=16800), rotated=No
Item 91: (original w=512, h=16) → placed at (x=1024, y=5136), rotated=No
Item 92: (original w=32, h=128) → placed at (x=256, y=16800), rotated=Yes
Item 93: (original w=512, h=8) → placed at (x=1024, y=5152), rotated=No
Item 94: (original w=64, h=64) → placed at (x=1952, y=10432), rotated=No
Item 95: (original w=32, h=128) → placed at (x=1024, y=5160), rotated=No
Item 96: (original w=256, h=16) → placed at (x=256, y=16832), rotated=No
Item 97: (original w=128, h=32) → placed at (x=1024, y=5288), rotated=No
Item 98: (original w=8, h=512) → placed at (x=256, y=16848), rotated=Yes
Item 99: (original w=32, h=128) → placed at (x=1024, y=5320), rotated=Yes
Item 100: (original w=512, h=8) → placed at (x=256, y=16856), rotated=No
Item 101: (original w=64, h=64) → placed at (x=1024, y=2848), rotated=No
Item 102: (original w=64, h=64) → placed at (x=0, y=16864), rotated=No
Item 103: (original w=64, h=64) → placed at (x=1024, y=2912), rotated=No
Item 104: (original w=64, h=64) → placed at (x=0, y=16928), rotated=No
Item 105: (original w=16, h=256) → placed at (x=1024, y=5352), rotated=Yes
Item 106: (original w=256, h=16) → placed at (x=0, y=16992), rotated=No
Item 107: (original w=32, h=128) → placed at (x=1024, y=2976), rotated=Yes
Item 108: (original w=16, h=256) → placed at (x=768, y=16848), rotated=Yes
Item 109: (original w=64, h=64) → placed at (x=1024, y=3008), rotated=No
Item 110: (original w=64, h=64) → placed at (x=0, y=17008), rotated=No
Item 111: (original w=64, h=64) → placed at (x=1088, y=3008), rotated=No
Item 112: (original w=32, h=128) → placed at (x=0, y=17072), rotated=No
Item 113: (original w=16, h=256) → placed at (x=1024, y=16848), rotated=Yes
Item 114: (original w=256, h=16) → placed at (x=0, y=17200), rotated=No
Item 115: (original w=64, h=32) → placed at (x=2016, y=10432), rotated=Yes
Item 116: (original w=32, h=64) → placed at (x=0, y=17216), rotated=No
Item 117: (original w=64, h=32) → placed at (x=64, y=17008), rotated=No
Item 118: (original w=128, h=16) → placed at (x=256, y=17200), rotated=No
Item 119: (original w=8, h=256) → placed at (x=64, y=17040), rotated=Yes
Item 120: (original w=256, h=8) → placed at (x=384, y=17200), rotated=No
Item 121: (original w=256, h=8) → placed at (x=64, y=17048), rotated=No
Item 122: (original w=128, h=16) → placed at (x=1280, y=16848), rotated=No
Item 123: (original w=64, h=32) → placed at (x=0, y=17280), rotated=No
Item 124: (original w=128, h=16) → placed at (x=64, y=17056), rotated=No
Item 125: (original w=256, h=8) → placed at (x=384, y=17208), rotated=No
Item 126: (original w=128, h=16) → placed at (x=192, y=17056), rotated=No
Item 127: (original w=64, h=32) → placed at (x=64, y=17280), rotated=No
Item 128: (original w=64, h=32) → placed at (x=0, y=17312), rotated=No
Item 129: (original w=64, h=32) → placed at (x=128, y=17280), rotated=No
Item 130: (original w=64, h=32) → placed at (x=0, y=17344), rotated=No
Item 131: (original w=16, h=128) → placed at (x=640, y=17200), rotated=Yes
Item 132: (original w=32, h=64) → placed at (x=0, y=17376), rotated=No
Item 133: (original w=16, h=128) → placed at (x=768, y=17200), rotated=Yes
Item 134: (original w=256, h=8) → placed at (x=0, y=17440), rotated=No
Item 135: (original w=128, h=16) → placed at (x=896, y=17200), rotated=No
Item 136: (original w=128, h=8) → placed at (x=0, y=17448), rotated=No
Item 137: (original w=16, h=64) → placed at (x=1024, y=17200), rotated=Yes
Item 138: (original w=64, h=16) → placed at (x=0, y=17456), rotated=No
Item 139: (original w=8, h=128) → placed at (x=1088, y=17200), rotated=Yes
Item 140: (original w=32, h=32) → placed at (x=0, y=17472), rotated=No
Item 141: (original w=32, h=32) → placed at (x=192, y=17280), rotated=No
Item 142: (original w=32, h=32) → placed at (x=0, y=17504), rotated=No
Item 143: (original w=32, h=32) → placed at (x=224, y=17280), rotated=No
Item 144: (original w=16, h=64) → placed at (x=0, y=17536), rotated=No
Item 145: (original w=128, h=8) → placed at (x=1088, y=17208), rotated=No
Item 146: (original w=16, h=64) → placed at (x=0, y=17600), rotated=No
Item 147: (original w=32, h=32) → placed at (x=16, y=17536), rotated=No
Item 148: (original w=64, h=16) → placed at (x=0, y=17664), rotated=No
Item 149: (original w=64, h=8) → placed at (x=16, y=17568), rotated=No
Item 150: (original w=32, h=16) → placed at (x=0, y=17680), rotated=No
Item 151: (original w=64, h=8) → placed at (x=16, y=17576), rotated=No
Item 152: (original w=32, h=16) → placed at (x=0, y=17696), rotated=No
Item 153: (original w=32, h=16) → placed at (x=16, y=17584), rotated=No
Item 154: (original w=32, h=16) → placed at (x=0, y=17712), rotated=No
Item 155: (original w=8, h=64) → placed at (x=16, y=17600), rotated=No
Item 156: (original w=8, h=64) → placed at (x=0, y=17728), rotated=No
Item 157: (original w=16, h=32) → placed at (x=24, y=17600), rotated=No
Item 158: (original w=64, h=8) → placed at (x=0, y=17792), rotated=No
Item 159: (original w=16, h=32) → placed at (x=24, y=17632), rotated=No
Item 160: (original w=16, h=32) → placed at (x=0, y=17800), rotated=No
Item 161: (original w=32, h=16) → placed at (x=256, y=17280), rotated=No
Item 162: (original w=64, h=8) → placed at (x=64, y=17792), rotated=No
Item 163: (original w=32, h=16) → placed at (x=256, y=17296), rotated=No
Item 164: (original w=8, h=64) → placed at (x=128, y=17792), rotated=Yes
Item 165: (original w=16, h=32) → placed at (x=288, y=17280), rotated=No
Item 166: (original w=8, h=32) → placed at (x=192, y=17792), rotated=Yes
Item 167: (original w=16, h=16) → placed at (x=304, y=17280), rotated=No
Item 168: (original w=8, h=32) → placed at (x=224, y=17792), rotated=Yes
Item 169: (original w=16, h=16) → placed at (x=304, y=17296), rotated=No
Item 170: (original w=16, h=16) → placed at (x=0, y=17832), rotated=No
Item 171: (original w=16, h=16) → placed at (x=320, y=17280), rotated=No
Item 172: (original w=32, h=8) → placed at (x=256, y=17792), rotated=No
Item 173: (original w=16, h=8) → placed at (x=320, y=17296), rotated=No
Item 174: (original w=16, h=8) → placed at (x=288, y=17792), rotated=No
Item 175: (original w=16, h=8) → placed at (x=320, y=17304), rotated=No
Item 176: (original w=16, h=8) → placed at (x=304, y=17792), rotated=No
Item 177: (original w=16, h=8) → placed at (x=336, y=17280), rotated=No
Item 178: (original w=8, h=16) → placed at (x=320, y=17792), rotated=Yes
Item 179: (original w=8, h=16) → placed at (x=336, y=17288), rotated=No
Item 180: (original w=16, h=8) → placed at (x=336, y=17792), rotated=No
Item 181: (original w=16, h=8) → placed at (x=336, y=17304), rotated=No
Item 182: (original w=8, h=16) → placed at (x=352, y=17792), rotated=Yes
Item 183: (original w=8, h=16) → placed at (x=352, y=17304), rotated=Yes
Item 184: (original w=8, h=16) → placed at (x=368, y=17792), rotated=Yes
Item 185: (original w=16, h=8) → placed at (x=368, y=17304), rotated=No
Item 186: (original w=8, h=8) → placed at (x=384, y=17792), rotated=No
Item 187: (original w=8, h=8) → placed at (x=384, y=17304), rotated=No
Item 188: (original w=8, h=8) → placed at (x=392, y=17792), rotated=No
Item 189: (original w=8, h=8) → placed at (x=392, y=17304), rotated=No
Item 190: (original w=8, h=8) → placed at (x=400, y=17792), rotated=No
Item 191: (original w=8, h=8) → placed at (x=400, y=17304), rotated=No
Item 192: (original w=8, h=8) → placed at (x=408, y=17792), rotated=No
Item 193: (original w=8, h=8) → placed at (x=408, y=17304), rotated=No
Item 194: (original w=8, h=8) → placed at (x=416, y=17792), rotated=No
Item 195: (original w=8, h=8) → placed at (x=416, y=17304), rotated=No
Item 196: (original w=8, h=8) → placed at (x=424, y=17792), rotated=No
Item 197: (original w=8, h=8) → placed at (x=424, y=17304), rotated=No
Item 198: (original w=8, h=8) → placed at (x=432, y=17792), rotated=No
Item 199: (original w=8, h=8) → placed at (x=432, y=17304), rotated=No
Item 200: (original w=8, h=8) → placed at (x=440, y=17792), rotated=No
