===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 16048
Item Placement:
Item 1: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 49: (original w=64, h=512) → placed at (x=0, y=11392), rotated=No
Item 50: (original w=1024, h=32) → placed at (x=32, y=10368), rotated=No
Item 51: (original w=128, h=256) → placed at (x=0, y=11904), rotated=No
Item 52: (original w=128, h=128) → placed at (x=32, y=10400), rotated=No
Item 53: (original w=512, h=32) → placed at (x=0, y=12160), rotated=No
Item 54: (original w=256, h=64) → placed at (x=32, y=10528), rotated=No
Item 55: (original w=256, h=64) → placed at (x=0, y=12192), rotated=No
Item 56: (original w=128, h=128) → placed at (x=32, y=10592), rotated=No
Item 57: (original w=128, h=128) → placed at (x=0, y=12256), rotated=No
Item 58: (original w=128, h=128) → placed at (x=32, y=10720), rotated=No
Item 59: (original w=256, h=64) → placed at (x=0, y=12384), rotated=No
Item 60: (original w=64, h=256) → placed at (x=32, y=10848), rotated=No
Item 61: (original w=128, h=128) → placed at (x=0, y=12448), rotated=No
Item 62: (original w=512, h=32) → placed at (x=32, y=11104), rotated=No
Item 63: (original w=64, h=256) → placed at (x=0, y=12576), rotated=No
Item 64: (original w=128, h=128) → placed at (x=32, y=11136), rotated=No
Item 65: (original w=16, h=1024) → placed at (x=0, y=12832), rotated=No
Item 66: (original w=16, h=1024) → placed at (x=32, y=11264), rotated=Yes
Item 67: (original w=256, h=64) → placed at (x=0, y=13856), rotated=No
Item 68: (original w=512, h=32) → placed at (x=32, y=11280), rotated=No
Item 69: (original w=512, h=16) → placed at (x=0, y=13920), rotated=No
Item 70: (original w=128, h=64) → placed at (x=32, y=11312), rotated=No
Item 71: (original w=128, h=64) → placed at (x=0, y=13936), rotated=No
Item 72: (original w=128, h=64) → placed at (x=1024, y=3072), rotated=No
Item 73: (original w=128, h=64) → placed at (x=0, y=14000), rotated=No
Item 74: (original w=128, h=64) → placed at (x=1024, y=3136), rotated=No
Item 75: (original w=128, h=64) → placed at (x=0, y=14064), rotated=No
Item 76: (original w=512, h=16) → placed at (x=32, y=11376), rotated=No
Item 77: (original w=128, h=64) → placed at (x=0, y=14128), rotated=No
Item 78: (original w=16, h=512) → placed at (x=544, y=11376), rotated=Yes
Item 79: (original w=128, h=64) → placed at (x=0, y=14192), rotated=No
Item 80: (original w=64, h=128) → placed at (x=1024, y=3200), rotated=No
Item 81: (original w=128, h=64) → placed at (x=0, y=14256), rotated=No
Item 82: (original w=128, h=64) → placed at (x=1024, y=3328), rotated=No
Item 83: (original w=64, h=128) → placed at (x=0, y=14320), rotated=No
Item 84: (original w=8, h=1024) → placed at (x=1024, y=3392), rotated=Yes
Item 85: (original w=32, h=256) → placed at (x=0, y=14448), rotated=No
Item 86: (original w=128, h=64) → placed at (x=1024, y=3400), rotated=No
Item 87: (original w=32, h=256) → placed at (x=0, y=14704), rotated=No
Item 88: (original w=64, h=64) → placed at (x=1024, y=3464), rotated=No
Item 89: (original w=512, h=8) → placed at (x=1056, y=11376), rotated=No
Item 90: (original w=64, h=64) → placed at (x=1024, y=3528), rotated=No
Item 91: (original w=512, h=8) → placed at (x=1056, y=11384), rotated=No
Item 92: (original w=64, h=64) → placed at (x=1024, y=3592), rotated=No
Item 93: (original w=256, h=16) → placed at (x=1568, y=11376), rotated=No
Item 94: (original w=64, h=64) → placed at (x=1024, y=3656), rotated=No
Item 95: (original w=64, h=64) → placed at (x=0, y=14960), rotated=No
Item 96: (original w=64, h=64) → placed at (x=1024, y=3720), rotated=No
Item 97: (original w=64, h=64) → placed at (x=0, y=15024), rotated=No
Item 98: (original w=64, h=64) → placed at (x=1024, y=3784), rotated=No
Item 99: (original w=64, h=64) → placed at (x=0, y=15088), rotated=No
Item 100: (original w=64, h=64) → placed at (x=1024, y=3848), rotated=No
Item 101: (original w=512, h=8) → placed at (x=0, y=15152), rotated=No
Item 102: (original w=128, h=32) → placed at (x=1024, y=3912), rotated=No
Item 103: (original w=128, h=32) → placed at (x=0, y=15160), rotated=No
Item 104: (original w=256, h=16) → placed at (x=1024, y=3944), rotated=No
Item 105: (original w=64, h=64) → placed at (x=0, y=15192), rotated=No
Item 106: (original w=64, h=64) → placed at (x=1024, y=3960), rotated=No
Item 107: (original w=512, h=8) → placed at (x=0, y=15256), rotated=No
Item 108: (original w=64, h=64) → placed at (x=1024, y=4024), rotated=No
Item 109: (original w=8, h=256) → placed at (x=0, y=15264), rotated=No
Item 110: (original w=64, h=32) → placed at (x=1536, y=4096), rotated=No
Item 111: (original w=32, h=64) → placed at (x=0, y=15520), rotated=No
Item 112: (original w=8, h=256) → placed at (x=1024, y=4088), rotated=Yes
Item 113: (original w=64, h=32) → placed at (x=0, y=15584), rotated=No
Item 114: (original w=128, h=16) → placed at (x=1824, y=11376), rotated=No
Item 115: (original w=64, h=32) → placed at (x=0, y=15616), rotated=No
Item 116: (original w=16, h=128) → placed at (x=1536, y=4128), rotated=No
Item 117: (original w=64, h=32) → placed at (x=0, y=15648), rotated=No
Item 118: (original w=64, h=32) → placed at (x=1536, y=4256), rotated=No
Item 119: (original w=64, h=32) → placed at (x=0, y=15680), rotated=No
Item 120: (original w=256, h=8) → placed at (x=1280, y=4088), rotated=No
Item 121: (original w=64, h=32) → placed at (x=0, y=15712), rotated=No
Item 122: (original w=128, h=16) → placed at (x=1536, y=4288), rotated=No
Item 123: (original w=64, h=32) → placed at (x=0, y=15744), rotated=No
Item 124: (original w=256, h=8) → placed at (x=1536, y=4088), rotated=No
Item 125: (original w=128, h=16) → placed at (x=0, y=15776), rotated=No
Item 126: (original w=16, h=128) → placed at (x=1536, y=4304), rotated=Yes
Item 127: (original w=16, h=128) → placed at (x=0, y=15792), rotated=No
Item 128: (original w=32, h=64) → placed at (x=1536, y=4320), rotated=Yes
Item 129: (original w=32, h=64) → placed at (x=0, y=15920), rotated=No
Item 130: (original w=16, h=128) → placed at (x=1600, y=4320), rotated=Yes
Item 131: (original w=8, h=256) → placed at (x=1792, y=4088), rotated=Yes
Item 132: (original w=8, h=256) → placed at (x=1600, y=4336), rotated=Yes
Item 133: (original w=64, h=32) → placed at (x=0, y=15984), rotated=No
Item 134: (original w=8, h=128) → placed at (x=1728, y=4320), rotated=Yes
Item 135: (original w=64, h=16) → placed at (x=1952, y=11376), rotated=No
Item 136: (original w=8, h=128) → placed at (x=1728, y=4328), rotated=Yes
Item 137: (original w=32, h=32) → placed at (x=0, y=16016), rotated=No
Item 138: (original w=32, h=32) → placed at (x=1024, y=5120), rotated=No
Item 139: (original w=128, h=8) → placed at (x=1856, y=4320), rotated=No
Item 140: (original w=16, h=64) → placed at (x=1024, y=5152), rotated=No
Item 141: (original w=128, h=8) → placed at (x=1856, y=4328), rotated=No
Item 142: (original w=128, h=8) → placed at (x=1024, y=5216), rotated=No
Item 143: (original w=8, h=128) → placed at (x=1856, y=4336), rotated=Yes
Item 144: (original w=32, h=32) → placed at (x=1024, y=5224), rotated=No
Item 145: (original w=32, h=16) → placed at (x=2016, y=11376), rotated=No
Item 146: (original w=8, h=64) → placed at (x=1024, y=5256), rotated=No
Item 147: (original w=32, h=16) → placed at (x=1056, y=5224), rotated=No
Item 148: (original w=32, h=16) → placed at (x=1024, y=5320), rotated=No
Item 149: (original w=32, h=16) → placed at (x=1056, y=5240), rotated=No
Item 150: (original w=32, h=16) → placed at (x=1024, y=5336), rotated=No
Item 151: (original w=32, h=16) → placed at (x=1056, y=5320), rotated=No
Item 152: (original w=32, h=16) → placed at (x=1024, y=5352), rotated=No
Item 153: (original w=32, h=16) → placed at (x=1056, y=5336), rotated=No
Item 154: (original w=32, h=16) → placed at (x=32, y=16016), rotated=No
Item 155: (original w=8, h=64) → placed at (x=1024, y=5368), rotated=Yes
Item 156: (original w=8, h=64) → placed at (x=32, y=16032), rotated=Yes
Item 157: (original w=32, h=16) → placed at (x=1056, y=5352), rotated=No
Item 158: (original w=8, h=64) → placed at (x=1088, y=5368), rotated=Yes
Item 159: (original w=32, h=16) → placed at (x=1024, y=4352), rotated=No
Item 160: (original w=32, h=16) → placed at (x=768, y=5376), rotated=No
Item 161: (original w=16, h=32) → placed at (x=1024, y=4368), rotated=No
Item 162: (original w=32, h=16) → placed at (x=768, y=5392), rotated=No
Item 163: (original w=32, h=16) → placed at (x=1024, y=4400), rotated=No
Item 164: (original w=8, h=64) → placed at (x=96, y=16032), rotated=Yes
Item 165: (original w=64, h=8) → placed at (x=1024, y=4416), rotated=No
Item 166: (original w=64, h=8) → placed at (x=160, y=16032), rotated=No
Item 167: (original w=32, h=8) → placed at (x=1024, y=4424), rotated=No
Item 168: (original w=32, h=8) → placed at (x=224, y=16032), rotated=No
Item 169: (original w=8, h=32) → placed at (x=1024, y=4432), rotated=No
Item 170: (original w=32, h=8) → placed at (x=256, y=16032), rotated=No
Item 171: (original w=8, h=32) → placed at (x=1024, y=4464), rotated=No
Item 172: (original w=8, h=32) → placed at (x=288, y=16032), rotated=Yes
Item 173: (original w=8, h=32) → placed at (x=1024, y=4496), rotated=No
Item 174: (original w=16, h=8) → placed at (x=320, y=16032), rotated=No
Item 175: (original w=16, h=8) → placed at (x=1024, y=4528), rotated=No
Item 176: (original w=16, h=8) → placed at (x=336, y=16032), rotated=No
Item 177: (original w=16, h=8) → placed at (x=1024, y=4536), rotated=No
Item 178: (original w=16, h=8) → placed at (x=352, y=16032), rotated=No
Item 179: (original w=16, h=8) → placed at (x=1024, y=4544), rotated=No
Item 180: (original w=16, h=8) → placed at (x=368, y=16032), rotated=No
Item 181: (original w=8, h=16) → placed at (x=1024, y=4552), rotated=No
Item 182: (original w=16, h=8) → placed at (x=384, y=16032), rotated=No
Item 183: (original w=16, h=8) → placed at (x=1024, y=4568), rotated=No
Item 184: (original w=16, h=8) → placed at (x=400, y=16032), rotated=No
Item 185: (original w=16, h=8) → placed at (x=1024, y=4576), rotated=No
Item 186: (original w=16, h=8) → placed at (x=416, y=16032), rotated=No
Item 187: (original w=8, h=16) → placed at (x=1024, y=4584), rotated=No
Item 188: (original w=8, h=8) → placed at (x=432, y=16032), rotated=No
Item 189: (original w=8, h=8) → placed at (x=1024, y=4600), rotated=No
Item 190: (original w=8, h=8) → placed at (x=440, y=16032), rotated=No
Item 191: (original w=8, h=8) → placed at (x=1024, y=4608), rotated=No
Item 192: (original w=8, h=8) → placed at (x=448, y=16032), rotated=No
Item 193: (original w=8, h=8) → placed at (x=1024, y=4616), rotated=No
Item 194: (original w=8, h=8) → placed at (x=456, y=16032), rotated=No
Item 195: (original w=8, h=8) → placed at (x=1024, y=4624), rotated=No
Item 196: (original w=8, h=8) → placed at (x=464, y=16032), rotated=No
Item 197: (original w=8, h=8) → placed at (x=1024, y=4632), rotated=No
Item 198: (original w=8, h=8) → placed at (x=472, y=16032), rotated=No
Item 199: (original w=8, h=8) → placed at (x=1024, y=4640), rotated=No
Item 200: (original w=8, h=8) → placed at (x=480, y=16032), rotated=No
