===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 12912
Item Placement:
Item 1: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 49: (original w=256, h=128) → placed at (x=0, y=9920), rotated=No
Item 50: (original w=128, h=256) → placed at (x=1536, y=3968), rotated=No
Item 51: (original w=64, h=512) → placed at (x=1536, y=9472), rotated=Yes
Item 52: (original w=128, h=256) → placed at (x=1536, y=4224), rotated=No
Item 53: (original w=64, h=512) → placed at (x=1664, y=3968), rotated=No
Item 54: (original w=256, h=128) → placed at (x=1536, y=4480), rotated=No
Item 55: (original w=256, h=128) → placed at (x=1728, y=3968), rotated=No
Item 56: (original w=256, h=128) → placed at (x=1536, y=4608), rotated=No
Item 57: (original w=128, h=256) → placed at (x=1728, y=4096), rotated=No
Item 58: (original w=32, h=512) → placed at (x=1536, y=4736), rotated=No
Item 59: (original w=512, h=32) → placed at (x=0, y=10048), rotated=No
Item 60: (original w=256, h=64) → placed at (x=1728, y=4352), rotated=No
Item 61: (original w=128, h=128) → placed at (x=0, y=10080), rotated=No
Item 62: (original w=32, h=512) → placed at (x=1536, y=5248), rotated=Yes
Item 63: (original w=128, h=128) → placed at (x=0, y=10208), rotated=No
Item 64: (original w=1024, h=16) → placed at (x=512, y=5632), rotated=No
Item 65: (original w=16, h=1024) → placed at (x=0, y=10336), rotated=No
Item 66: (original w=16, h=1024) → placed at (x=512, y=5648), rotated=Yes
Item 67: (original w=256, h=64) → placed at (x=1728, y=4416), rotated=No
Item 68: (original w=256, h=64) → placed at (x=512, y=5664), rotated=No
Item 69: (original w=32, h=512) → placed at (x=16, y=10336), rotated=No
Item 70: (original w=512, h=32) → placed at (x=512, y=5728), rotated=No
Item 71: (original w=512, h=32) → placed at (x=16, y=10848), rotated=No
Item 72: (original w=128, h=128) → placed at (x=512, y=5760), rotated=No
Item 73: (original w=512, h=32) → placed at (x=16, y=10880), rotated=No
Item 74: (original w=1024, h=16) → placed at (x=512, y=5888), rotated=No
Item 75: (original w=128, h=64) → placed at (x=16, y=10912), rotated=No
Item 76: (original w=16, h=512) → placed at (x=512, y=5904), rotated=No
Item 77: (original w=128, h=64) → placed at (x=16, y=10976), rotated=No
Item 78: (original w=128, h=64) → placed at (x=512, y=6416), rotated=No
Item 79: (original w=512, h=16) → placed at (x=16, y=11040), rotated=No
Item 80: (original w=64, h=128) → placed at (x=512, y=6480), rotated=No
Item 81: (original w=64, h=128) → placed at (x=16, y=11056), rotated=No
Item 82: (original w=128, h=64) → placed at (x=1536, y=5280), rotated=No
Item 83: (original w=16, h=512) → placed at (x=512, y=6608), rotated=Yes
Item 84: (original w=128, h=64) → placed at (x=1536, y=5344), rotated=No
Item 85: (original w=64, h=128) → placed at (x=16, y=11184), rotated=No
Item 86: (original w=128, h=64) → placed at (x=1536, y=5408), rotated=No
Item 87: (original w=256, h=32) → placed at (x=512, y=6624), rotated=No
Item 88: (original w=128, h=64) → placed at (x=1536, y=5472), rotated=No
Item 89: (original w=128, h=64) → placed at (x=0, y=11360), rotated=No
Item 90: (original w=64, h=128) → placed at (x=1536, y=5536), rotated=No
Item 91: (original w=8, h=1024) → placed at (x=768, y=6624), rotated=Yes
Item 92: (original w=1024, h=8) → placed at (x=16, y=11312), rotated=No
Item 93: (original w=256, h=32) → placed at (x=1600, y=5536), rotated=No
Item 94: (original w=1024, h=8) → placed at (x=16, y=11320), rotated=No
Item 95: (original w=8, h=1024) → placed at (x=768, y=6632), rotated=Yes
Item 96: (original w=128, h=64) → placed at (x=1600, y=5568), rotated=No
Item 97: (original w=64, h=128) → placed at (x=0, y=11424), rotated=No
Item 98: (original w=128, h=64) → placed at (x=768, y=6912), rotated=No
Item 99: (original w=64, h=128) → placed at (x=0, y=11552), rotated=No
Item 100: (original w=512, h=16) → placed at (x=768, y=6640), rotated=No
Item 101: (original w=256, h=32) → placed at (x=0, y=11680), rotated=No
Item 102: (original w=512, h=16) → placed at (x=1280, y=6640), rotated=No
Item 103: (original w=32, h=256) → placed at (x=0, y=11712), rotated=No
Item 104: (original w=128, h=32) → placed at (x=256, y=11680), rotated=No
Item 105: (original w=8, h=512) → placed at (x=0, y=11968), rotated=No
Item 106: (original w=256, h=16) → placed at (x=384, y=11680), rotated=No
Item 107: (original w=64, h=64) → placed at (x=0, y=12480), rotated=No
Item 108: (original w=32, h=128) → placed at (x=16, y=11328), rotated=Yes
Item 109: (original w=8, h=512) → placed at (x=384, y=11696), rotated=Yes
Item 110: (original w=16, h=256) → placed at (x=144, y=11328), rotated=Yes
Item 111: (original w=128, h=32) → placed at (x=0, y=12544), rotated=No
Item 112: (original w=64, h=64) → placed at (x=768, y=6976), rotated=No
Item 113: (original w=64, h=64) → placed at (x=0, y=12576), rotated=No
Item 114: (original w=64, h=64) → placed at (x=768, y=7040), rotated=No
Item 115: (original w=8, h=512) → placed at (x=384, y=11704), rotated=Yes
Item 116: (original w=16, h=256) → placed at (x=768, y=7104), rotated=No
Item 117: (original w=64, h=64) → placed at (x=64, y=12576), rotated=No
Item 118: (original w=256, h=16) → placed at (x=768, y=7360), rotated=No
Item 119: (original w=512, h=8) → placed at (x=784, y=7104), rotated=No
Item 120: (original w=8, h=256) → placed at (x=768, y=7376), rotated=No
Item 121: (original w=8, h=256) → placed at (x=784, y=7112), rotated=Yes
Item 122: (original w=64, h=32) → placed at (x=768, y=7632), rotated=No
Item 123: (original w=64, h=32) → placed at (x=784, y=7120), rotated=No
Item 124: (original w=256, h=8) → placed at (x=768, y=7664), rotated=No
Item 125: (original w=16, h=128) → placed at (x=784, y=7152), rotated=No
Item 126: (original w=64, h=32) → placed at (x=768, y=7672), rotated=No
Item 127: (original w=64, h=32) → placed at (x=784, y=7280), rotated=No
Item 128: (original w=64, h=32) → placed at (x=768, y=7704), rotated=No
Item 129: (original w=64, h=32) → placed at (x=784, y=7312), rotated=No
Item 130: (original w=128, h=16) → placed at (x=768, y=7736), rotated=No
Item 131: (original w=256, h=8) → placed at (x=784, y=7344), rotated=No
Item 132: (original w=64, h=32) → placed at (x=768, y=7752), rotated=No
Item 133: (original w=8, h=256) → placed at (x=784, y=7352), rotated=Yes
Item 134: (original w=64, h=32) → placed at (x=768, y=7784), rotated=No
Item 135: (original w=64, h=32) → placed at (x=832, y=7752), rotated=No
Item 136: (original w=64, h=32) → placed at (x=768, y=7816), rotated=No
Item 137: (original w=64, h=16) → placed at (x=832, y=7784), rotated=No
Item 138: (original w=64, h=16) → placed at (x=768, y=7848), rotated=No
Item 139: (original w=32, h=32) → placed at (x=832, y=7800), rotated=No
Item 140: (original w=32, h=32) → placed at (x=768, y=7864), rotated=No
Item 141: (original w=16, h=64) → placed at (x=832, y=7832), rotated=Yes
Item 142: (original w=64, h=16) → placed at (x=768, y=7896), rotated=No
Item 143: (original w=8, h=128) → placed at (x=832, y=7848), rotated=Yes
Item 144: (original w=16, h=64) → placed at (x=768, y=7912), rotated=Yes
Item 145: (original w=32, h=32) → placed at (x=1600, y=5632), rotated=No
Item 146: (original w=32, h=32) → placed at (x=0, y=12640), rotated=No
Item 147: (original w=16, h=64) → placed at (x=144, y=11344), rotated=Yes
Item 148: (original w=128, h=8) → placed at (x=832, y=7856), rotated=No
Item 149: (original w=8, h=128) → placed at (x=208, y=11344), rotated=Yes
Item 150: (original w=16, h=64) → placed at (x=32, y=12640), rotated=Yes
Item 151: (original w=64, h=16) → placed at (x=0, y=12672), rotated=No
Item 152: (original w=128, h=8) → placed at (x=208, y=11352), rotated=No
Item 153: (original w=32, h=16) → placed at (x=0, y=12688), rotated=No
Item 154: (original w=32, h=16) → placed at (x=64, y=12672), rotated=No
Item 155: (original w=32, h=16) → placed at (x=0, y=12704), rotated=No
Item 156: (original w=16, h=32) → placed at (x=96, y=12672), rotated=Yes
Item 157: (original w=16, h=32) → placed at (x=0, y=12720), rotated=No
Item 158: (original w=32, h=16) → placed at (x=128, y=12672), rotated=No
Item 159: (original w=32, h=16) → placed at (x=0, y=12752), rotated=No
Item 160: (original w=32, h=16) → placed at (x=160, y=12672), rotated=No
Item 161: (original w=32, h=16) → placed at (x=0, y=12768), rotated=No
Item 162: (original w=16, h=32) → placed at (x=192, y=12672), rotated=Yes
Item 163: (original w=8, h=64) → placed at (x=0, y=12784), rotated=No
Item 164: (original w=64, h=8) → placed at (x=224, y=12672), rotated=No
Item 165: (original w=16, h=16) → placed at (x=0, y=12848), rotated=No
Item 166: (original w=16, h=16) → placed at (x=32, y=12656), rotated=No
Item 167: (original w=16, h=16) → placed at (x=0, y=12864), rotated=No
Item 168: (original w=16, h=16) → placed at (x=48, y=12656), rotated=No
Item 169: (original w=16, h=16) → placed at (x=0, y=12880), rotated=No
Item 170: (original w=16, h=16) → placed at (x=64, y=12656), rotated=No
Item 171: (original w=16, h=16) → placed at (x=0, y=12896), rotated=No
Item 172: (original w=16, h=16) → placed at (x=80, y=12656), rotated=No
Item 173: (original w=8, h=32) → placed at (x=224, y=12680), rotated=Yes
Item 174: (original w=32, h=8) → placed at (x=16, y=12848), rotated=No
Item 175: (original w=16, h=8) → placed at (x=256, y=12680), rotated=No
Item 176: (original w=16, h=8) → placed at (x=16, y=12856), rotated=No
Item 177: (original w=8, h=16) → placed at (x=272, y=12680), rotated=Yes
Item 178: (original w=16, h=8) → placed at (x=16, y=12864), rotated=No
Item 179: (original w=16, h=8) → placed at (x=32, y=12856), rotated=No
Item 180: (original w=8, h=16) → placed at (x=16, y=12872), rotated=No
Item 181: (original w=16, h=8) → placed at (x=32, y=12864), rotated=No
Item 182: (original w=16, h=8) → placed at (x=16, y=12888), rotated=No
Item 183: (original w=16, h=8) → placed at (x=24, y=12872), rotated=No
Item 184: (original w=16, h=8) → placed at (x=16, y=12896), rotated=No
Item 185: (original w=16, h=8) → placed at (x=24, y=12880), rotated=No
Item 186: (original w=16, h=8) → placed at (x=16, y=12904), rotated=No
Item 187: (original w=8, h=16) → placed at (x=40, y=12872), rotated=No
Item 188: (original w=8, h=16) → placed at (x=32, y=12888), rotated=No
Item 189: (original w=16, h=8) → placed at (x=48, y=12848), rotated=No
Item 190: (original w=8, h=16) → placed at (x=32, y=12904), rotated=Yes
Item 191: (original w=8, h=8) → placed at (x=48, y=12856), rotated=No
Item 192: (original w=8, h=8) → placed at (x=48, y=12904), rotated=No
Item 193: (original w=8, h=8) → placed at (x=48, y=12864), rotated=No
Item 194: (original w=8, h=8) → placed at (x=56, y=12904), rotated=No
Item 195: (original w=8, h=8) → placed at (x=48, y=12872), rotated=No
Item 196: (original w=8, h=8) → placed at (x=64, y=12904), rotated=No
Item 197: (original w=8, h=8) → placed at (x=48, y=12880), rotated=No
Item 198: (original w=8, h=8) → placed at (x=72, y=12904), rotated=No
Item 199: (original w=8, h=8) → placed at (x=56, y=12856), rotated=No
Item 200: (original w=8, h=8) → placed at (x=80, y=12904), rotated=No
